gene,mean_expression,n_reference_samples
NBEAL2,0.010324842086388493,5
NBL1,0.03554284846951652,5
NBN,0.011501094430277225,5
NBPF1,0.0008409675747295054,5
NBPF11,0.0009339883059853416,5
NBPF19,0.00021297419438843167,5
NBPF20,0.0016435813999877888,5
NBPF3,0.0007798253302028162,5
NBR1,0.016828045411918933,5
NCALD,0.0035870380246101016,5
NCAM1,0.0005209223276561754,5
NCAM2,0.0016043508341130326,5
NCAN,0.00013196865000629374,5
NCAPD2,0.005144417359640836,5
NCAPD3,0.004961651953400013,5
NCAPG,0.0022288903912592102,5
NCAPG2,0.0038162083708558558,5
NCAPH,0.0008742293788051329,5
NCAPH2,0.006251837881097092,5
NCBP1,0.006895958910879771,5
NCBP2,0.01475695316318389,5
NCBP2AS2,0.0028198045399294254,5
NCBP2L,0.0001987962338186904,5
NCBP3,0.00860041477478523,5
NCCRP1,0.00031442062993536373,5
NCDN,0.0024522862158765555,5
NCEH1,0.004166768739398587,5
NCF2,0.01352584285708706,5
NCF4,0.005349747714050437,5
NCK1,0.008192003510092333,5
NCK2,0.009972918730760784,5
NCKAP1,0.02916161259846094,5
NCKAP1L,0.007697900614164565,5
NCKAP5,0.009595331427314474,5
NCKAP5L,0.00571849131023219,5
NCKIPSD,0.0038459149499460304,5
NCL,0.022822516536559867,5
NCLN,0.0074672296725189725,5
NCMAP,0.0013415335689639612,5
NCOA1,0.007318934379519565,5
NCOA2,0.008904547950176084,5
NCOA3,0.011870612092426572,5
NCOA4,0.01360335224109439,5
NCOA5,0.0034370836680219776,5
NCOA6,0.005845160304888944,5
NCOA7,0.01654975310434202,5
NCOR1,0.018764249708729423,5
NCOR2,0.02797576343711361,5
NCR1,0.0007727943184356321,5
NCR2,0.00016874137504826868,5
NCR3,0.0005259304419995669,5
NCR3LG1,0.0015638400410118575,5
NCS1,0.0017239824336616322,5
NCSTN,0.01166158261513229,5
NDC1,0.004663139993245002,5
NDC80,0.00166663395663619,5
NDE1,0.010219670250963899,5
NDEL1,0.005104599485657805,5
NDFIP1,0.0256500092637988,5
NDFIP2,0.0111382022899413,5
NDN,0.002176922417903451,5
NDNF,0.026740938555796744,5
NDOR1,0.0018429525187897305,5
NDP,0.000428687310648191,5
NDRG1,0.020037625897801732,5
NDRG2,0.013374225553129365,5
NDRG3,0.005756101168782955,5
NDRG4,0.0021081448114252826,5
NDST1,0.009661909746366926,5
NDST2,0.0030275355639039496,5
NDST3,0.0001179322524017204,5
NDST4,8.167680879566492e-05,5
NDUFA1,0.019236248589182055,5
NDUFA10,0.017986851584562022,5
NDUFA11,0.00472274102597796,5
NDUFA12,0.004764486828935368,5
NDUFA13,0.009401929039339466,5
NDUFA2,0.02346950688419742,5
NDUFA3,0.019111827806706443,5
NDUFA4,0.03809398339580161,5
NDUFA4L2,0.0026357868521264876,5
NDUFA5,0.005560689807861286,5
NDUFA6,0.006375354144733535,5
NDUFA7,0.010092321183354663,5
NDUFA8,0.007294278099802848,5
NDUFA9,0.009406266358014694,5
NDUFAB1,0.014901033541220765,5
NDUFAF1,0.001920401223342219,5
NDUFAF2,0.003533125529646841,5
NDUFAF3,0.01016604999041423,5
NDUFAF4,0.0016034215409373453,5
NDUFAF5,0.0030478205653895274,5
NDUFAF6,0.0026579633991748518,5
NDUFAF7,0.005938280769895084,5
NDUFAF8,0.020668159836828886,5
NDUFB1,0.013192599382878516,5
NDUFB10,0.023112492690409315,5
NDUFB11,0.01969274347434653,5
NDUFB2,0.008882053385095446,5
NDUFB3,0.005011488583522282,5
NDUFB4,0.00460337719104,5
NDUFB5,0.0228844541409703,5
NDUFB6,0.009524681172846817,5
NDUFB7,0.020268023491615567,5
NDUFB8,0.011282973003931152,5
NDUFB9,0.02506952572834099,5
NDUFC1,0.013142273083835898,5
NDUFC2,0.01301173041233861,5
NDUFS1,0.009773599077575183,5
NDUFS2,0.01578770447144543,5
NDUFS3,0.006552960559626414,5
NDUFS4,0.01751717099761355,5
NDUFS5,0.014863440223148469,5
NDUFS6,0.0138641696369971,5
NDUFS7,0.010010924823384707,5
NDUFS8,0.005315166017435695,5
NDUFV1,0.018440634491437003,5
NDUFV2,0.02633556423076629,5
NDUFV3,0.009176372949938366,5
NEB,0.0065720253481254265,5
NEBL,0.005598210010366519,5
NECAB2,5.2273009490972745e-05,5
NECAB3,0.007609712897093711,5
NECAP1,0.007798419293950129,5
NECAP2,0.013297494782825625,5
NECTIN1,0.002743850961424535,5
NECTIN2,0.014006426898139579,5
NECTIN3,0.010693450175782774,5
NECTIN4,0.0023345354225406223,5
NEDD1,0.006788557217876251,5
NEDD4,0.003425817680520035,5
NEDD4L,0.03205445005452841,5
NEDD8,0.00733717848286086,5
NEDD9,0.023430949843370512,5
NEFH,9.081298969730784e-05,5
NEFL,0.00022289798844603425,5
NEFM,0.00013965567290208613,5
NEGR1,0.00204463781865674,5
NEIL1,0.005579871193595723,5
NEIL2,0.002648485219858394,5
NEIL3,0.0005647319084040746,5
NEK1,0.005328100062746584,5
NEK10,0.004484706733647889,5
NEK11,0.0030371471843354267,5
NEK2,0.0008331602963344272,5
NEK3,0.0028764447260392887,5
NEK4,0.007337524488749409,5
NEK6,0.026331691448441785,5
NEK7,0.018673254145619007,5
NEK8,0.0021069452552072866,5
NEK9,0.00895702696326008,5
NELFA,0.006484375331047456,5
NELFB,0.005275637284322375,5
NELFCD,0.019009422147574846,5
NELFE,0.0017986514533705465,5
NELL1,0.0002129486591417685,5
NELL2,0.0016614649477504882,5
NEMF,0.014286314310093634,5
NEMP1,0.003648975750772554,5
NEMP2,0.002830870885880676,5
NENF,0.017225082673805767,5
NEO1,0.006370430360716328,5
NEPRO,0.005265421904291541,5
NES,0.01276175677544113,5
NET1,0.012786951094396473,5
NETO1,7.733736545269089e-05,5
NETO2,0.0014925719998770358,5
NEU1,0.008426817338289842,5
NEU2,0.00018304605335514322,5
NEU3,0.001268039307808373,5
NEU4,0.00032903554574203987,5
NEURL1,0.0005069110650275897,5
NEURL1B,0.0032268868603763366,5
NEURL2,0.0007043009850730788,5
NEURL3,0.001914157124476679,5
NEURL4,0.00314631939840245,5
NEUROD1,0.00012893821714799993,5
NEUROD2,0.00034764900074279635,5
NEUROD4,0.00013269621324606565,5
NEUROD6,0.0002156136303171587,5
NEUROG1,0.0002541099497441948,5
NEUROG2,0.00016603614658817204,5
NEUROG3,0.000227952453991022,5
NEXMIF,0.0003362183950309936,5
NEXN,0.003940559553932925,5
NF1,0.012939800451939635,5
NF2,0.010272341737230328,5
NFAM1,0.0025737183332457704,5
NFASC,0.002453374437614983,5
NFAT5,0.015344085317792439,5
NFATC1,0.0061908854544666225,5
NFATC2,0.006953530669326026,5
NFATC2IP,0.007772032747308718,5
NFATC3,0.010155979602196465,5
NFATC4,0.003557950093136506,5
NFE2,0.0007312561199840924,5
NFE2L1,0.01962685550243366,5
NFE2L2,0.018422332983055078,5
NFE2L3,0.005189837167252133,5
NFIA,0.006529452640498067,5
NFIB,0.018159915061163972,5
NFIC,0.013257028264301493,5
NFIL3,0.012821783000819103,5
NFIX,0.020507632212903627,5
NFKB1,0.01464503051353636,5
NFKB2,0.015948988052711898,5
NFKBIA,0.020597905597187886,5
NFKBIB,0.00356810890185694,5
NFKBID,0.004018615656796401,5
NFKBIE,0.003560303016442175,5
NFKBIL1,0.004513271285372655,5
NFKBIZ,0.04185847296166848,5
NFRKB,0.005212112493011281,5
NFS1,0.0036975559715215307,5
NFU1,0.006589816142354746,5
NFX1,0.012294440269830936,5
NFXL1,0.00937750577311178,5
NFYA,0.004177743613257212,5
NFYB,0.00701032793144801,5
NFYC,0.005448544625145968,5
NGB,0.00014908055021815714,5
NGDN,0.0035992992603268597,5
NGEF,0.0021086867269286803,5
NGF,0.0003052789233222246,5
NGFR,0.00039958488275685413,5
NGLY1,0.007158177317862649,5
NGRN,0.007310919765360796,5
NHEJ1,0.00306584818790802,5
NHLH1,0.00027838062329676907,5
NHLH2,0.00045659308140832115,5
NHLRC1,0.0005977400236987437,5
NHLRC2,0.00967631194813982,5
NHLRC3,0.005284670843690456,5
NHLRC4,0.0008629979690892962,5
NHP2,0.01681984774665383,5
NHS,0.005310353118094036,5
NHSL1,0.008431743306190858,5
NHSL2,0.0017588061877191006,5
NIBAN1,0.0046031567168577005,5
NIBAN2,0.02582084918060095,5
NIBAN3,0.001461646264191908,5
NICN1,0.004560288211794324,5
NID1,0.0065516691652128065,5
NID2,0.00220150740072914,5
NIF3L1,0.00368687043973063,5
NIFK,0.003167947720387107,5
NIM1K,0.00035079025554796063,5
NIN,0.009552883866970155,5
NINJ1,0.006342988888893092,5
NINJ2,0.0025976992732608685,5
NINL,0.0032955295754017767,5
NIP7,0.0035767683210478824,5
NIPA1,0.002233003467008522,5
NIPA2,0.006392406940339705,5
NIPAL1,0.0007408838277109997,5
NIPAL2,0.005347617732746663,5
NIPAL3,0.004982984320646231,5
NIPAL4,0.0002095679786680397,5
NIPBL,0.018688272971605788,5
NIPSNAP1,0.004371141711171144,5
NIPSNAP2,0.011519836504078187,5
NIPSNAP3A,0.0028955673994600596,5
NIPSNAP3B,0.000411027205993427,5
NISCH,0.014628787484836906,5
NIT1,0.005970683096126158,5
NIT2,0.005711314844881093,5
NKAIN1,9.600570886517398e-05,5
NKAIN2,4.20061201737764e-05,5
NKAIN3,0.0002174538270607648,5
NKAIN4,0.0003314856474060022,5
NKAP,0.0031295467000899786,5
NKAPD1,0.006750848320664774,5
NKAPL,0.00022404326711122552,5
NKD1,0.004925886868135632,5
NKD2,0.011765332989911979,5
NKG7,0.006526418908832149,5
NKIRAS1,0.0032200936787883825,5
NKIRAS2,0.007076564576506068,5
NKPD1,0.00035947619040046515,5
NKRF,0.0042594864242503135,5
NKTR,0.012188158944952409,5
NKX1-1,0.0002847232520106004,5
NKX1-2,0.00028962441641848643,5
NKX2-1,0.026572284791118794,5
NKX2-2,0.0002680145246271006,5
NKX2-3,0.00018232158032574773,5
NKX2-4,0.00010932986611441152,5
NKX2-5,0.0003337099760552107,5
NKX2-6,0.00028743572028410656,5
NKX2-8,0.0005353351369511831,5
NKX3-1,0.0005971156221861122,5
NKX3-2,0.00024171671658326414,5
NKX6-1,0.0005134047234747578,5
NKX6-2,0.00031956805605430784,5
NKX6-3,0.00028852224679179196,5
NLE1,0.0027892421372866663,5
NLGN1,0.001568462341833261,5
NLGN2,0.0039039070867225704,5
NLGN3,0.000444452200468066,5
NLGN4X,0.00033506805087691184,5
NLGN4Y,0.0,5
NLK,0.010218090006492955,5
NLN,0.003167138824729315,5
NLRC3,0.0022599326757946434,5
NLRC4,0.0016906289194130002,5
NLRC5,0.013251530456282185,5
NLRP1,0.007824199407910237,5
NLRP10,0.00016798600123984169,5
NLRP11,0.00018974632543481242,5
NLRP12,0.0003745517450950482,5
NLRP13,0.0001237220995354902,5
NLRP14,9.126038194636544e-05,5
NLRP2,0.003659536326392034,5
NLRP2B,0.00010158653961187302,5
NLRP3,0.00177864740192376,5
NLRP4,0.00020542580006582814,5
NLRP5,0.00012004201430333904,5
NLRP6,0.00026217827319811453,5
NLRP7,7.970659543294077e-05,5
NLRP8,0.00012740766754365426,5
NLRP9,0.00011201987797742877,5
NLRX1,0.0017954855938110928,5
NMB,0.0015303163864830843,5
NMBR,0.0002760088918821943,5
NMD3,0.006623418862178971,5
NME1,0.008851873098019668,5
NME2,0.04056161859593905,5
NME3,0.01719141833896295,5
NME4,0.007567389247193229,5
NME5,0.002966898904713339,5
NME6,0.0038469494516124303,5
NME7,0.004883746505846823,5
NME8,0.0004503576103245959,5
NME9,0.0008264449804378928,5
NMI,0.013222579339927163,5
NMNAT1,0.0015430440040960125,5
NMNAT2,0.0006973701121233316,5
NMNAT3,0.0025759188438612855,5
NMRAL1,0.008411399831357002,5
NMRK1,0.010777730526122846,5
NMRK2,0.0003092795492452448,5
NMS,2.270359672873691e-06,5
NMT1,0.011117238984964084,5
NMT2,0.004244309738016901,5
NMU,0.0005977653465238699,5
NMUR1,0.0009800047673811328,5
NMUR2,0.00027442098104168115,5
NNAT,0.0003953005700566241,5
NNMT,0.028509958183796907,5
NNT,0.010388134981616035,5
NOA1,0.006798408761021069,5
NOB1,0.007510293561148795,5
NOBOX,8.444996408208263e-05,5
NOC2L,0.0030592014437515586,5
NOC3L,0.004529419052380699,5
NOC4L,0.003772044898179808,5
NOCT,0.0013916829932822344,5
NOD1,0.006717366637296355,5
NOD2,0.0011811348777358791,5
NODAL,8.085153570884221e-05,5
NOG,0.0012504058924882248,5
NOL10,0.006118882509727502,5
NOL11,0.0010685538724168752,5
NOL12,0.0052482002701906595,5
NOL3,0.006878125807028426,5
NOL4,0.0001411830981033718,5
NOL4L,0.006514429966758985,5
NOL6,0.0030614308732868642,5
NOL7,0.006126036154084052,5
NOL8,0.004923690985475482,5
NOL9,0.004148449911603311,5
NOLC1,0.001740549240045053,5
NOM1,0.004019721162350834,5
NOMO1,0.003385660091813361,5
NONO,0.0063126673942104205,5
NOP10,0.00475122838312197,5
NOP14,0.00612354124895899,5
NOP16,0.008141054424654222,5
NOP2,0.005190826327890833,5
NOP53,0.024056949633466464,5
NOP56,0.011959897793357576,5
NOP58,0.013074907068953662,5
NOP9,0.0030124449583206463,5
NOS1,0.0003200310644594464,5
NOS1AP,0.0010309328336030488,5
NOS2,0.0004925611101347156,5
NOS3,0.00040956338085858766,5
NOSIP,0.007161500319087072,5
NOSTRIN,0.015716229597717547,5
NOTCH1,0.010930343676314206,5
NOTCH2,0.015751145610057492,5
NOTCH3,0.01692818055979595,5
NOTO,0.00016556583824937923,5
NOTUM,0.0005218582899796035,5
NOVA1,0.000901114089341904,5
NOVA2,0.00321376478348718,5
NOX1,0.0001976938329553939,5
NOX3,0.0001143827667223757,5
NOX4,0.00017805927012670345,5
NOX5,0.00019623097806291363,5
NOXA1,0.0025129835084793254,5
NOXO1,0.00047907179369124486,5
NOXRED1,0.0003561561864653198,5
NPAP1,0.00013719612618511733,5
NPAS1,0.0003212380089708649,5
NPAS2,0.0174871157517393,5
NPAS3,0.0004899999817406576,5
NPAS4,0.000261952852326801,5
NPAT,0.003631351136697361,5
NPB,0.0005207511372529294,5
NPBWR1,0.00032634192864940906,5
NPBWR2,0.0002707995430544085,5
NPC1,0.010455839532832792,5
NPC1L1,0.0011510847643384577,5
NPC2,0.0638110939469623,5
NPDC1,0.023580135980965554,5
NPEPL1,0.011702694625260687,5
NPEPPS,0.021348383008846734,5
NPFFR1,0.0002701729402435545,5
NPFFR2,0.0001198338118381883,5
NPHP1,0.005841430465272365,5
NPHP3,0.007098444815799533,5
NPHP4,0.0017161223564739789,5
NPHS1,9.40305713193927e-05,5
NPHS2,6.88921539320851e-05,5
NPIPB15,0.0002935588320575449,5
NPIPB2,5.750443786888904e-05,5
NPL,0.00544951555898056,5
NPLOC4,0.022189561340312754,5
NPM2,0.001087280207284835,5
NPM3,0.0026908086297316664,5
NPNT,0.016640668124247977,5
NPPA,0.00021969033094133996,5
NPPB,0.0002293114224337171,5
NPPC,0.0004101857844075865,5
NPR1,0.004975364813987909,5
NPR2,0.002629601068628311,5
NPR3,0.005069446475482007,5
NPRL2,0.004090098247777315,5
NPRL3,0.004891631803678772,5
NPS,0.00014447186226385707,5
NPSR1,0.00146671353083922,5
NPTN,0.019273110466908598,5
NPTX1,0.000399928370826424,5
NPTX2,0.00025283750998445853,5
NPTXR,0.0008839383398253819,5
NPVF,0.00014395565452015024,5
NPW,0.00043695331149669656,5
NPY,0.0001960919055034224,5
NPY1R,0.0002056027338315144,5
NPY2R,0.0001444756889394659,5
NPY5R,0.00015906505574231954,5
NQO1,0.025148025667273127,5
NQO2,0.0038838180099467377,5
NR0B1,0.00019502824885227633,5
NR0B2,0.003986521912910449,5
NR1D1,0.0027471292868709923,5
NR1D2,0.0078672532203386,5
NR1H2,0.009343653596446126,5
NR1H3,0.00977322166133256,5
NR1H4,0.0022270253754533005,5
NR1I2,0.0010880322068130472,5
NR1I3,0.00017630157715451333,5
NR2C1,0.004538509442387143,5
NR2C2,0.010968588075612197,5
NR2C2AP,0.002061348410584542,5
NR2E1,7.878331560922565e-05,5
NR2E3,0.0002680935579540143,5
NR2F1,0.011178207160053789,5
NR2F2,0.016449003832687575,5
NR2F6,0.00910557453402029,5
NR3C1,0.02464959282495503,5
NR3C2,0.0055228788613250705,5
NR4A1,0.02757467081594146,5
NR4A2,0.004977401338032485,5
NR4A3,0.0026855105145499845,5
NR5A1,0.00014307969051233953,5
NR5A2,0.008834503588484453,5
NR6A1,0.0011305818735922524,5
NRAP,0.00019110723189578934,5
NRARP,0.003148310104955436,5
NRAS,0.013981891934113977,5
NRBF2,0.0067584333471191,5
NRBP1,0.013082803288442982,5
NRBP2,0.013871744492556862,5
NRCAM,0.0015029499774587426,5
NRDC,0.02270584756332268,5
NRDE2,0.0019254165480996736,5
NREP,0.0072980842174797545,5
NRF1,0.00470418006220111,5
NRG1,0.002242612644227527,5
NRG2,0.000557443760877265,5
NRG3,0.0015556112227429568,5
NRG4,0.00019596412416715277,5
NRGN,0.004994061558852938,5
NRIP1,0.012360425985554872,5
NRIP3,0.00020565204355409784,5
NRK,0.0004656420643568152,5
NRL,0.0009885904790757948,5
NRM,0.001500319216097755,5
NRN1,0.0033360414875565217,5
NRN1L,0.0009290929341310673,5
NRP1,0.016094124983977786,5
NRP2,0.008165010887543202,5
NRROS,0.0015175164162209223,5
NRSN1,0.00022835718558453783,5
NRSN2,0.002711144164103929,5
NRTN,0.000560680624996389,5
NRXN1,0.0006972914528549492,5
NRXN2,0.0007032776863018184,5
NRXN3,0.0008959875050787968,5
NSA2,0.01448979848258231,5
NSD1,0.007679656809391057,5
NSD2,0.005470825151676758,5
NSD3,0.008380954401122402,5
NSDHL,0.003985149521359052,5
NSF,0.012085498908811262,5
NSFL1C,0.008890296655209268,5
NSG1,0.0005165255417227798,5
NSG2,0.00018242119951340457,5
NSL1,0.006709247659421813,5
NSMAF,0.0071325192467339635,5
NSMCE1,0.01236429070652811,5
NSMCE2,0.005105074731944634,5
NSMCE3,0.004102610721310854,5
NSMCE4A,0.012328284364443881,5
NSMF,0.0068389589188708345,5
NSUN2,0.011045766040783531,5
NSUN3,0.0038591674734025443,5
NSUN4,0.0051006341913481645,5
NSUN5,0.0013019061915286298,5
NSUN6,0.010452420609276458,5
NSUN7,0.0035920435358049035,5
NT5C,0.006088235489640626,5
NT5C1A,9.691145394620226e-05,5
NT5C1B,9.707157407001476e-05,5
NT5C2,0.013120253810161842,5
NT5C3A,0.0042183193741970135,5
NT5C3B,0.011135118017151247,5
NT5DC1,0.007678306449639924,5
NT5DC2,0.007359504575994658,5
NT5DC3,0.002446303410014663,5
NT5DC4,9.435129533523244e-05,5
NT5E,0.006036126745452921,5
NT5M,0.00058120459123699,5
NTAN1,0.005001894523012133,5
NTF3,0.00046262491515518576,5
NTF4,0.0010128453388158483,5
NTHL1,0.0029976293612150188,5
NTM,0.0035232158580252556,5
NTMT1,0.005659434323147078,5
NTN1,0.0013162309127493388,5
NTN3,0.00020240508291380398,5
NTN4,0.017066842924919993,5
NTNG1,0.0024968240234801565,5
NTNG2,0.0006773925406851738,5
NTPCR,0.00344473005197087,5
NTRK1,0.00037428418086708326,5
NTRK2,0.0010215819615625424,5
NTRK3,0.0012799390079623373,5
NTS,0.029747390052717156,5
NTSR1,0.00012004693156816158,5
NTSR2,0.00013971883186180556,5
NUAK1,0.00305975935292743,5
NUAK2,0.0014044028033368243,5
NUB1,0.013712012748373362,5
NUBP1,0.003465004280484781,5
NUBP2,0.006695502199854833,5
NUBPL,0.0025293959678581914,5
NUCB1,0.031981494285323785,5
NUCB2,0.01631604501039018,5
NUCKS1,0.021062000415242543,5
NUDC,0.01855886939769633,5
NUDCD1,0.00513497328253457,5
NUDCD2,0.008751889960464453,5
NUDCD3,0.009018582441384485,5
NUDT1,0.0030822562334074173,5
NUDT10,0.00015486251200129962,5
NUDT11,7.497889298942969e-05,5
NUDT12,0.003575899623097377,5
NUDT13,0.0018937205920460092,5
NUDT14,0.00803165518808948,5
NUDT15,0.0034469658191492265,5
NUDT16,0.008224655722747849,5
NUDT16L1,0.005793822400247854,5
NUDT17,0.001014433633240662,5
NUDT18,0.0009107558831850313,5
NUDT19,0.0037931440281936796,5
NUDT2,0.003969519619970501,5
NUDT21,0.0141232506937577,5
NUDT22,0.00824824695956616,5
NUDT3,0.011155046375017911,5
NUDT5,0.01155014059201277,5
NUDT7,0.002015250795418034,5
NUDT8,0.0022904079241278705,5
NUDT9,0.011192766033657695,5
NUF2,0.001701800406969107,5
NUFIP1,0.0016103056972610198,5
NUFIP2,0.019557649872929867,5
NUGGC,0.0012725310352866399,5
NUMA1,0.033341383725199875,5
NUMB,0.017138937830813113,5
NUMBL,0.004155848452304728,5
NUP107,0.013716279878664995,5
NUP133,0.00737295088497418,5
NUP153,0.011126913984975636,5
NUP155,0.005646917092450833,5
NUP160,0.010370893946044592,5
NUP188,0.009077247165363638,5
NUP205,0.009084884500360015,5
NUP210,0.004434848772062129,5
NUP210L,0.00016624997201653016,5
NUP214,0.003836144590792655,5
NUP35,0.001927999198949756,5
NUP37,0.005621339538835212,5
NUP42,0.0059654643278103745,5
NUP43,0.006288321604158861,5
NUP50,0.004916174997703693,5
NUP54,0.009951149940571932,5
NUP58,0.015117253841747285,5
NUP62,0.007015978178994761,5
NUP62CL,0.0016896782518168456,5
NUP85,0.011682327352843368,5
NUP88,0.006128743916651819,5
NUP93,0.004104820884407867,5
NUP98,0.011378821617910855,5
NUPR1,0.03164247028372049,5
NUPR2,0.0002495822790157328,5
NUS1,0.016365447442150155,5
NUSAP1,0.00396950202459285,5
NUTF2,0.012708867851040459,5
NUTM1,0.00011267656499752586,5
NUTM2A,0.00027800286492813954,5
NUTM2E,7.553680132417774e-05,5
NVL,0.0028052649325982695,5
NWD1,0.0008958217787178311,5
NWD2,0.00016870866178537238,5
NXF1,0.014498457885838265,5
NXF3,0.0012125918130533758,5
NXF5,3.016169927131641e-05,5
NXN,0.003921068079248228,5
NXNL1,0.00019926321199480607,5
NXNL2,0.00039703993446803905,5
NXPE1,8.842004166349734e-05,5
NXPE2,0.00014279683779101925,5
NXPE3,0.002971281166351488,5
NXPE4,0.00015121899815288478,5
NXPH1,0.00017257164121268275,5
NXPH2,0.0001027775987726399,5
NXPH3,0.0008148055337278569,5
NXPH4,0.0004623111999155359,5
NXT1,0.003994098764995958,5
NXT2,0.002890881009060853,5
NYAP1,0.00024271328159056272,5
NYAP2,0.0004920353228882868,5
NYNRIN,0.003622862401484968,5
NYX,0.0003154761674093255,5
OAF,0.004320812276751381,5
OARD1,0.008393099973073073,5
OAS1,0.009053672962261212,5
OAS2,0.011397327064174144,5
OAS3,0.00801461162427283,5
OASL,0.0021266901927885122,5
OAT,0.0025598262668883507,5
OAZ1,0.12364426788206566,5
OAZ2,0.016190921247588568,5
OAZ3,0.0005245879263210182,5
OBI1,0.0033580297017458084,5
OBP2A,0.00016892655109267233,5
OBP2B,9.276243899927766e-05,5
OBSCN,0.007452842208921532,5
OBSL1,0.008891553254059612,5
OC90,0.00019015380963825383,5
OCA2,0.000531480216149131,5
OCEL1,0.0026781013100690134,5
OCIAD1,0.013845761254852804,5
OCIAD2,0.01776880468528885,5
OCLN,0.01657585706433968,5
OCM2,0.00018019354632698822,5
OCRL,0.00570197249811566,5
OCSTAMP,0.0001893061522628725,5
ODAM,0.00021295810880705388,5
ODAPH,0.00023261985287998651,5
ODC1,0.00600043424571127,5
ODF1,0.0001275265339590901,5
ODF2,0.005260755879809997,5
ODF2L,5.208977160442168e-05,5
ODF3,0.000227037535416881,5
ODF3B,0.026509815573616403,5
ODF3L1,0.0004945133768767431,5
ODF3L2,0.0003207771890906047,5
ODF4,9.621510188744835e-05,5
ODR4,0.0081839898887841,5
OFD1,0.011832456306102987,5
OGA,0.042851941235344644,5
OGDH,0.011946627241118035,5
OGDHL,0.00022277422239337587,5
OGFOD1,0.004047621823111866,5
OGFOD2,0.006150823588435312,5
OGFOD3,0.005160457676996088,5
OGFR,0.00938938373623152,5
OGFRL1,0.00912541296807752,5
OGG1,0.0047105607667368935,5
OGN,0.002785458988589896,5
OGT,0.05422268978850977,5
OIP5,0.0006466567739666541,5
OIT3,0.00017399514655753253,5
OLAH,5.456590826230125e-05,5
OLFM1,0.0073641312674645205,5
OLFM2,0.001061536332288737,5
OLFM3,8.346810476044322e-05,5
OLFM4,0.00779869213025595,5
OLFML1,0.0029553249979290762,5
OLFML2A,0.004201344599548311,5
OLFML2B,0.002105627170746746,5
OLFML3,0.003464043131361712,5
OLIG1,0.000310536174583592,5
OLIG2,0.0003903332514018612,5
OLIG3,0.0001758694252701921,5
OLR1,0.006299812853062403,5
OMA1,0.006470291633972912,5
OMD,0.0007737666520019566,5
OMG,0.00018931833362241442,5
OMP,0.00058460469991375,5
ONECUT1,0.00014074911739605898,5
ONECUT2,0.00868310921819217,5
ONECUT3,0.00017225578486451676,5
OOEP,0.00020522665039586274,5
OOSP1,3.1934886336557998e-06,5
OOSP2,3.384199029116812e-05,5
OOSP3,0.00018065778831226955,5
OOSP4A,0.00019312108482567365,5
OOSP4B,4.8142903180525724e-05,5
OPA1,0.011656548349414483,5
OPA3,0.0041938652443129915,5
OPALIN,8.155766296738062e-05,5
OPCML,8.74794191955772e-05,5
OPHN1,0.0030539668276839205,5
OPLAH,0.002333419036447159,5
OPN1LW,8.480718536724014e-05,5
OPN1SW,0.00021051883476723502,5
OPN3,0.0050225547137476845,5
OPN4,0.00016555407521421113,5
OPN5,0.00013522270941484447,5
OPRD1,0.00030326816821349325,5
OPRK1,0.00015171614120503612,5
OPRL1,0.00041703996768190923,5
OPRM1,0.00011069479368487549,5
OPRPN,0.00022327952092563125,5
OPTC,0.00013609584462473469,5
OPTN,0.02816687042327527,5
OR10A2,0.0001105940896576747,5
OR10A3,0.0002228475948500932,5
OR10A4,0.00021282715464870109,5
OR10A5,8.329777834425802e-05,5
OR10A6,9.86120181340017e-05,5
OR10A7,0.00017487006902919557,5
OR10AD1,0.0001390147514085379,5
OR10AG1,0.00010929610963604885,5
OR10C1,0.00020961751754550113,5
OR10D3,0.00017362290022929778,5
OR10G2,0.0001406308679117772,5
OR10G3,0.00015548706537658422,5
OR10G4,7.274851515191542e-05,5
OR10G6,0.00016984904472863016,5
OR10G7,0.00013425160760645996,5
OR10G8,0.00011973246259762326,5
OR10H1,0.0001368459785824819,5
OR10H2,0.00012399717663921447,5
OR10H3,0.0001338742303687841,5
OR10H4,0.00016450860651606475,5
OR10H5,0.00017124931454725825,5
OR10J1,0.00014334228559774573,5
OR10J5,0.00013819657048482896,5
OR10K1,0.00019516228827497176,5
OR10K2,0.00019806649434945446,5
OR10P1,0.00020224336697984165,5
OR10Q1,0.0002583036439568141,5
OR10R2,0.00013169949871531033,5
OR10S1,0.00018992627817855263,5
OR10T2,0.0001498745069785205,5
OR10V1,0.00024032110681460034,5
OR10W1,0.0001957987284742641,5
OR10X1,0.00017596172927138255,5
OR10Z1,0.00022413549604308322,5
OR11A1,0.0001954731605458452,5
OR11G2,0.00019118396728153123,5
OR11H4,0.00012981897847087347,5
OR11H6,0.00013424137242098094,5
OR11L1,0.0001299679767194079,5
OR12D2,0.00017845373116712554,5
OR12D3,0.0001534105173965307,5
OR13A1,0.0001371650374481877,5
OR13C2,7.072025528078341e-05,5
OR13C3,0.00012514823532056387,5
OR13C4,0.00013834482016343339,5
OR13C5,7.414134439481294e-05,5
OR13C8,0.0001355992418801706,5
OR13C9,0.00014375643272654786,5
OR13D1,7.508482959774636e-05,5
OR13F1,0.00017623488543604075,5
OR13G1,0.00013606478250970892,5
OR13H1,0.00016912519587114805,5
OR13J1,0.0001572160138297465,5
