sample,sample_name,stage,context,gene,n_cells,mean_expression,detection_fraction,status
GSM9237909,P5_Normal,Normal,macrophage,SPP1,2104,0.10459985432086336,0.04847908745247148,present
GSM9237909,P5_Normal,Normal,macrophage,TREM2,2104,0.3750396534331076,0.22718631178707224,present
GSM9237909,P5_Normal,Normal,macrophage,PLA2G7,2104,0.23921048241781237,0.12262357414448669,present
GSM9237909,P5_Normal,Normal,macrophage,IL1B,2104,0.324472372916113,0.16920152091254753,present
GSM9237909,P5_Normal,Normal,macrophage,TNF,2104,0.09183194194595995,0.07557034220532319,present
GSM9237909,P5_Normal,Normal,macrophage,CXCL8,2104,0.5580896155042844,0.217680608365019,present
GSM9237910,P5_AIS,AIS,all_cells,MIF,3135,0.21841686509713218,0.13301435406698564,present
GSM9237910,P5_AIS,AIS,all_cells,CD74,3135,2.284969836037499,0.6730462519936204,present
GSM9237910,P5_AIS,AIS,all_cells,CD44,3135,1.0131728545438436,0.39649122807017545,present
GSM9237910,P5_AIS,AIS,all_cells,CXCR4,3135,0.2533599276400089,0.09984051036682616,present
GSM9237910,P5_AIS,AIS,all_cells,SPP1,3135,0.059941723721970666,0.02328548644338118,present
GSM9237910,P5_AIS,AIS,all_cells,TREM2,3135,0.06515733919473858,0.03221690590111643,present
GSM9237910,P5_AIS,AIS,all_cells,PLA2G7,3135,0.0462731234611087,0.02073365231259968,present
GSM9237910,P5_AIS,AIS,all_cells,IL1B,3135,0.016696643162734403,0.007655502392344498,present
GSM9237910,P5_AIS,AIS,all_cells,TNF,3135,0.0222708701648496,0.011483253588516746,present
GSM9237910,P5_AIS,AIS,all_cells,CXCL8,3135,0.026479326274583097,0.010845295055821371,present
GSM9237910,P5_AIS,AIS,epithelial,MIF,1212,0.3343294138761393,0.21204620462046206,present
GSM9237910,P5_AIS,AIS,epithelial,CD74,1212,2.332567260360589,0.721947194719472,present
GSM9237910,P5_AIS,AIS,epithelial,CD44,1212,1.2924677421683972,0.509075907590759,present
GSM9237910,P5_AIS,AIS,epithelial,CXCR4,1212,0.16168477064465991,0.07260726072607261,present
GSM9237910,P5_AIS,AIS,epithelial,SPP1,1212,0.028333047346098334,0.0165016501650165,present
GSM9237910,P5_AIS,AIS,epithelial,TREM2,1212,0.01841866046786707,0.013201320132013201,present
GSM9237910,P5_AIS,AIS,epithelial,PLA2G7,1212,0.014236328321810677,0.009075907590759076,present
GSM9237910,P5_AIS,AIS,epithelial,IL1B,1212,0.005915025186456077,0.004125412541254125,present
GSM9237910,P5_AIS,AIS,epithelial,TNF,1212,0.011712232282787397,0.005775577557755775,present
GSM9237910,P5_AIS,AIS,epithelial,CXCL8,1212,0.01709959233710603,0.00825082508250825,present
GSM9237910,P5_AIS,AIS,macrophage,MIF,238,0.20653485742995287,0.1638655462184874,present
GSM9237910,P5_AIS,AIS,macrophage,CD74,238,4.691599501839167,0.9747899159663865,present
GSM9237910,P5_AIS,AIS,macrophage,CD44,238,1.4886865985113364,0.5714285714285714,present
GSM9237910,P5_AIS,AIS,macrophage,CXCR4,238,0.49941152192902627,0.24369747899159663,present
GSM9237910,P5_AIS,AIS,macrophage,SPP1,238,0.3146344434429428,0.08823529411764706,present
GSM9237910,P5_AIS,AIS,macrophage,TREM2,238,0.6305732990911044,0.28991596638655465,present
GSM9237910,P5_AIS,AIS,macrophage,PLA2G7,238,0.4514827915868835,0.18907563025210083,present
GSM9237910,P5_AIS,AIS,macrophage,IL1B,238,0.0903778223519592,0.04201680672268908,present
GSM9237910,P5_AIS,AIS,macrophage,TNF,238,0.08244631715959778,0.05042016806722689,present
GSM9237910,P5_AIS,AIS,macrophage,CXCL8,238,0.06305804149265877,0.029411764705882353,present
GSM9237911,P5_LUAD,LUAD,all_cells,MIF,21109,0.6075653180157888,0.3236060448150078,present
GSM9237911,P5_LUAD,LUAD,all_cells,CD74,21109,3.8952630144528078,0.9391728646548866,present
GSM9237911,P5_LUAD,LUAD,all_cells,CD44,21109,1.6799451828365957,0.6715618930314085,present
GSM9237911,P5_LUAD,LUAD,all_cells,CXCR4,21109,1.2435295838892793,0.4806006916481122,present
GSM9237911,P5_LUAD,LUAD,all_cells,SPP1,21109,0.5740958469053222,0.252025202520252,present
GSM9237911,P5_LUAD,LUAD,all_cells,TREM2,21109,0.19013970332225946,0.10081008100810081,present
GSM9237911,P5_LUAD,LUAD,all_cells,PLA2G7,21109,0.0838136237294977,0.05097351840447203,present
GSM9237911,P5_LUAD,LUAD,all_cells,IL1B,21109,0.019580960482652975,0.012601260126012601,present
GSM9237911,P5_LUAD,LUAD,all_cells,TNF,21109,0.053955538472058556,0.02913449239660808,present
GSM9237911,P5_LUAD,LUAD,all_cells,CXCL8,21109,0.031304260219812065,0.019754607039651335,present
GSM9237911,P5_LUAD,LUAD,epithelial,MIF,4114,1.265170767676303,0.6528925619834711,present
GSM9237911,P5_LUAD,LUAD,epithelial,CD74,4114,4.418229538775413,0.990034030140982,present
GSM9237911,P5_LUAD,LUAD,epithelial,CD44,4114,1.7976154266895483,0.7566844919786097,present
GSM9237911,P5_LUAD,LUAD,epithelial,CXCR4,4114,0.33323545481481515,0.25012153621779293,present
GSM9237911,P5_LUAD,LUAD,epithelial,SPP1,4114,0.45647855675210464,0.33689839572192515,present
GSM9237911,P5_LUAD,LUAD,epithelial,TREM2,4114,0.05294819145556993,0.0636849781234808,present
GSM9237911,P5_LUAD,LUAD,epithelial,PLA2G7,4114,0.019386892961424616,0.023821098687408847,present
GSM9237911,P5_LUAD,LUAD,epithelial,IL1B,4114,0.010766037658553605,0.013612056392805057,present
GSM9237911,P5_LUAD,LUAD,epithelial,TNF,4114,0.015435977527660683,0.016042780748663103,present
GSM9237911,P5_LUAD,LUAD,epithelial,CXCL8,4114,0.054594391591039584,0.047399124939231894,present
GSM9237911,P5_LUAD,LUAD,macrophage,MIF,3135,0.530113654309726,0.31483253588516746,present
GSM9237911,P5_LUAD,LUAD,macrophage,CD74,3135,5.305798044795469,0.9917065390749601,present
GSM9237911,P5_LUAD,LUAD,macrophage,CD44,3135,1.8893471885046789,0.7460925039872408,present
GSM9237911,P5_LUAD,LUAD,macrophage,CXCR4,3135,1.2538441520806056,0.5464114832535886,present
GSM9237911,P5_LUAD,LUAD,macrophage,SPP1,3135,1.6120608281460818,0.47464114832535886,present
GSM9237911,P5_LUAD,LUAD,macrophage,TREM2,3135,0.9410080876777486,0.43732057416267944,present
GSM9237911,P5_LUAD,LUAD,macrophage,PLA2G7,3135,0.4296021705449051,0.2430622009569378,present
GSM9237911,P5_LUAD,LUAD,macrophage,IL1B,3135,0.0785768932702214,0.045933014354066985,present
GSM9237911,P5_LUAD,LUAD,macrophage,TNF,3135,0.04468119453309779,0.030303030303030304,present
GSM9237911,P5_LUAD,LUAD,macrophage,CXCL8,3135,0.07717339053780378,0.0379585326953748,present
GSM9237912,P6_Normal,Normal,all_cells,MIF,1690,0.22808173306609675,0.1502958579881657,present
GSM9237912,P6_Normal,Normal,all_cells,CD74,1690,2.3237622743049027,0.6680473372781065,present
GSM9237912,P6_Normal,Normal,all_cells,CD44,1690,1.025915370144136,0.4076923076923077,present
GSM9237912,P6_Normal,Normal,all_cells,CXCR4,1690,0.46995689059658086,0.17751479289940827,present
GSM9237912,P6_Normal,Normal,all_cells,SPP1,1690,0.013905399986221223,0.005917159763313609,present
GSM9237912,P6_Normal,Normal,all_cells,TREM2,1690,0.08563513753723564,0.05207100591715976,present
GSM9237912,P6_Normal,Normal,all_cells,PLA2G7,1690,0.027820419303640553,0.01242603550295858,present
GSM9237912,P6_Normal,Normal,all_cells,IL1B,1690,0.032419259949028736,0.020710059171597635,present
GSM9237912,P6_Normal,Normal,all_cells,TNF,1690,0.03968269041434032,0.028402366863905324,present
GSM9237912,P6_Normal,Normal,all_cells,CXCL8,1690,0.08989994784442629,0.038461538461538464,present
GSM9237912,P6_Normal,Normal,epithelial,MIF,422,0.30296306935091943,0.20853080568720378,present
GSM9237912,P6_Normal,Normal,epithelial,CD74,422,2.4061024422217803,0.7440758293838863,present
GSM9237912,P6_Normal,Normal,epithelial,CD44,422,1.1344101148974133,0.4786729857819905,present
GSM9237912,P6_Normal,Normal,epithelial,CXCR4,422,0.15280900158046365,0.07582938388625593,present
GSM9237912,P6_Normal,Normal,epithelial,SPP1,422,0.0005701430979660767,0.002369668246445498,present
GSM9237912,P6_Normal,Normal,epithelial,TREM2,422,0.005050829035760249,0.004739336492890996,present
GSM9237912,P6_Normal,Normal,epithelial,PLA2G7,422,0.00672627964321907,0.004739336492890996,present
GSM9237912,P6_Normal,Normal,epithelial,IL1B,422,0.01154972013132724,0.011848341232227487,present
GSM9237912,P6_Normal,Normal,epithelial,TNF,422,0.0012589686429252645,0.004739336492890996,present
GSM9237912,P6_Normal,Normal,epithelial,CXCL8,422,0.12854596283787834,0.054502369668246446,present
GSM9237912,P6_Normal,Normal,macrophage,MIF,203,0.23663013146297576,0.24630541871921183,present
GSM9237912,P6_Normal,Normal,macrophage,CD74,203,4.849023428267446,0.9605911330049262,present
GSM9237912,P6_Normal,Normal,macrophage,CD44,203,1.5137775607740094,0.6305418719211823,present
GSM9237912,P6_Normal,Normal,macrophage,CXCR4,203,0.49512106998390626,0.2857142857142857,present
GSM9237912,P6_Normal,Normal,macrophage,SPP1,203,0.09264276804500594,0.029556650246305417,present
GSM9237912,P6_Normal,Normal,macrophage,TREM2,203,0.6158128743990521,0.3694581280788177,present
GSM9237912,P6_Normal,Normal,macrophage,PLA2G7,203,0.20821797494361743,0.08866995073891626,present
GSM9237912,P6_Normal,Normal,macrophage,IL1B,203,0.15555427710088832,0.10344827586206896,present
GSM9237912,P6_Normal,Normal,macrophage,TNF,203,0.18012293578591337,0.15270935960591134,present
GSM9237912,P6_Normal,Normal,macrophage,CXCL8,203,0.2132942964047707,0.10837438423645321,present
GSM9237913,P6_AAH,AAH,all_cells,MIF,3699,0.20333250479216797,0.13030548796972155,present
GSM9237913,P6_AAH,AAH,all_cells,CD74,3699,2.0217946467420327,0.6198972695323061,present
GSM9237913,P6_AAH,AAH,all_cells,CD44,3699,0.9391604341371166,0.38118410381184104,present
GSM9237913,P6_AAH,AAH,all_cells,CXCR4,3699,0.1819156383077641,0.07623682076236821,present
GSM9237913,P6_AAH,AAH,all_cells,SPP1,3699,0.0032345907855950715,0.0013517166801838335,present
GSM9237913,P6_AAH,AAH,all_cells,TREM2,3699,0.04849746154733394,0.028386050283860504,present
GSM9237913,P6_AAH,AAH,all_cells,PLA2G7,3699,0.03052399068988593,0.014057853473911868,present
GSM9237913,P6_AAH,AAH,all_cells,IL1B,3699,0.01150455432574482,0.007028926736955934,present
GSM9237913,P6_AAH,AAH,all_cells,TNF,3699,0.02771390448596162,0.015139226818058935,present
GSM9237913,P6_AAH,AAH,all_cells,CXCL8,3699,0.02025369419549189,0.011624763449580968,present
GSM9237913,P6_AAH,AAH,epithelial,MIF,1287,0.2601038400016429,0.17793317793317792,present
GSM9237913,P6_AAH,AAH,epithelial,CD74,1287,2.1409561760210223,0.6938616938616938,present
GSM9237913,P6_AAH,AAH,epithelial,CD44,1287,1.207471087915726,0.5003885003885004,present
GSM9237913,P6_AAH,AAH,epithelial,CXCR4,1287,0.06932593489264421,0.039627039627039624,present
GSM9237913,P6_AAH,AAH,epithelial,SPP1,1287,0.007522831303765442,0.003108003108003108,present
GSM9237913,P6_AAH,AAH,epithelial,TREM2,1287,0.013456522902272295,0.008547008547008548,present
GSM9237913,P6_AAH,AAH,epithelial,PLA2G7,1287,0.010443961859073413,0.006216006216006216,present
GSM9237913,P6_AAH,AAH,epithelial,IL1B,1287,0.0030799357404096115,0.002331002331002331,present
GSM9237913,P6_AAH,AAH,epithelial,TNF,1287,0.006974406665769893,0.005439005439005439,present
GSM9237913,P6_AAH,AAH,epithelial,CXCL8,1287,0.04463141780944895,0.027195027195027196,present
GSM9237913,P6_AAH,AAH,macrophage,MIF,281,0.24162067484067334,0.18861209964412812,present
GSM9237913,P6_AAH,AAH,macrophage,CD74,281,4.406957477785815,0.9288256227758007,present
GSM9237913,P6_AAH,AAH,macrophage,CD44,281,1.4315328833547318,0.5693950177935944,present
GSM9237913,P6_AAH,AAH,macrophage,CXCR4,281,0.2621733351527556,0.1494661921708185,present
GSM9237913,P6_AAH,AAH,macrophage,SPP1,281,0.008124083373558882,0.0035587188612099642,present
GSM9237913,P6_AAH,AAH,macrophage,TREM2,281,0.5161086760349521,0.30604982206405695,present
GSM9237913,P6_AAH,AAH,macrophage,PLA2G7,281,0.28358237486144555,0.12455516014234876,present
GSM9237913,P6_AAH,AAH,macrophage,IL1B,281,0.051514093878394104,0.042704626334519574,present
GSM9237913,P6_AAH,AAH,macrophage,TNF,281,0.07798146877196509,0.0498220640569395,present
GSM9237913,P6_AAH,AAH,macrophage,CXCL8,281,0.030451824966269112,0.014234875444839857,present
GSM9237914,P6_LUAD,LUAD,all_cells,MIF,7743,0.3411224391963349,0.20883378535451375,present
GSM9237914,P6_LUAD,LUAD,all_cells,CD74,7743,2.742999276464229,0.7825132377631409,present
GSM9237914,P6_LUAD,LUAD,all_cells,CD44,7743,1.0629230995210142,0.45550820095570194,present
GSM9237914,P6_LUAD,LUAD,all_cells,CXCR4,7743,0.7996031537461548,0.3081492961384476,present
GSM9237914,P6_LUAD,LUAD,all_cells,SPP1,7743,0.07188410183716745,0.03060829135993801,present
GSM9237914,P6_LUAD,LUAD,all_cells,TREM2,7743,0.12544857897929282,0.06793232597184554,present
GSM9237914,P6_LUAD,LUAD,all_cells,PLA2G7,7743,0.082724458915581,0.04597701149425287,present
GSM9237914,P6_LUAD,LUAD,all_cells,IL1B,7743,0.03629929874719241,0.02234276120366783,present
GSM9237914,P6_LUAD,LUAD,all_cells,TNF,7743,0.06211375218890944,0.03409531189461449,present
GSM9237914,P6_LUAD,LUAD,all_cells,CXCL8,7743,0.03401331437180384,0.01988893193852512,present
GSM9237914,P6_LUAD,LUAD,epithelial,MIF,1758,0.5301757656611171,0.3373151308304892,present
GSM9237914,P6_LUAD,LUAD,epithelial,CD74,1758,2.8167850291362613,0.8521046643913538,present
GSM9237914,P6_LUAD,LUAD,epithelial,CD44,1758,1.1611832988510171,0.5341296928327645,present
GSM9237914,P6_LUAD,LUAD,epithelial,CXCR4,1758,0.26855570531434847,0.13310580204778158,present
GSM9237914,P6_LUAD,LUAD,epithelial,SPP1,1758,0.02807707657449068,0.020477815699658702,present
GSM9237914,P6_LUAD,LUAD,epithelial,TREM2,1758,0.0257859195499322,0.02161547212741752,present
GSM9237914,P6_LUAD,LUAD,epithelial,PLA2G7,1758,0.019731715186137595,0.01820250284414107,present
GSM9237914,P6_LUAD,LUAD,epithelial,IL1B,1758,0.015436422718795676,0.012514220705346985,present
GSM9237914,P6_LUAD,LUAD,epithelial,TNF,1758,0.012936807302123408,0.009670079635949944,present
GSM9237914,P6_LUAD,LUAD,epithelial,CXCL8,1758,0.06798918292943201,0.04379977246871445,present
GSM9237914,P6_LUAD,LUAD,macrophage,MIF,836,0.3815407319895664,0.31698564593301437,present
GSM9237914,P6_LUAD,LUAD,macrophage,CD74,836,4.997306963544294,0.9844497607655502,present
GSM9237914,P6_LUAD,LUAD,macrophage,CD44,836,1.3208715782915224,0.6279904306220095,present
GSM9237914,P6_LUAD,LUAD,macrophage,CXCR4,836,0.9431164037575087,0.48325358851674644,present
GSM9237914,P6_LUAD,LUAD,macrophage,SPP1,836,0.38668111633455915,0.13516746411483255,present
GSM9237914,P6_LUAD,LUAD,macrophage,TREM2,836,0.9358600260716652,0.48444976076555024,present
GSM9237914,P6_LUAD,LUAD,macrophage,PLA2G7,836,0.6047843161436341,0.32177033492822965,present
GSM9237914,P6_LUAD,LUAD,macrophage,IL1B,836,0.16492713644477117,0.11722488038277512,present
GSM9237914,P6_LUAD,LUAD,macrophage,TNF,836,0.11507687766049965,0.10047846889952153,present
GSM9237914,P6_LUAD,LUAD,macrophage,CXCL8,836,0.07590372284366194,0.050239234449760764,present
GSM9237915,P7_Normal,Normal,all_cells,MIF,11383,0.09646359613085062,0.05314943336554511,present
GSM9237915,P7_Normal,Normal,all_cells,CD74,11383,1.8011819298322664,0.5771764912588948,present
GSM9237915,P7_Normal,Normal,all_cells,CD44,11383,1.001853992242473,0.3671264165861372,present
GSM9237915,P7_Normal,Normal,all_cells,CXCR4,11383,0.1384394298027951,0.05376438548712993,present
GSM9237915,P7_Normal,Normal,all_cells,SPP1,11383,0.003150557095341005,0.0013177545462531846,present
GSM9237915,P7_Normal,Normal,all_cells,TREM2,11383,0.016286558591064808,0.008697180005271019,present
GSM9237915,P7_Normal,Normal,all_cells,PLA2G7,11383,0.015841411712655948,0.007555126065184925,present
GSM9237915,P7_Normal,Normal,all_cells,IL1B,11383,0.008949833883476326,0.004919616972678556,present
GSM9237915,P7_Normal,Normal,all_cells,TNF,11383,0.014627214415334907,0.006764473337433014,present
GSM9237915,P7_Normal,Normal,all_cells,CXCL8,11383,0.02981373160605905,0.012650443644030573,present
GSM9237915,P7_Normal,Normal,epithelial,MIF,4343,0.13540105890199575,0.07874740962468339,present
GSM9237915,P7_Normal,Normal,epithelial,CD74,4343,2.1447397760706064,0.6868524061708496,present
GSM9237915,P7_Normal,Normal,epithelial,CD44,4343,1.383456150973066,0.5019571724614322,present
GSM9237915,P7_Normal,Normal,epithelial,CXCR4,4343,0.08987552050369634,0.03661063780796684,present
GSM9237915,P7_Normal,Normal,epithelial,SPP1,4343,0.002704728990278246,0.001381533502187428,present
GSM9237915,P7_Normal,Normal,epithelial,TREM2,4343,0.005637865572882394,0.0029933225880727607,present
GSM9237915,P7_Normal,Normal,epithelial,PLA2G7,4343,0.0068966822070414035,0.0036840893391664746,present
GSM9237915,P7_Normal,Normal,epithelial,IL1B,4343,0.0034528978768933716,0.0018420446695832373,present
GSM9237915,P7_Normal,Normal,epithelial,TNF,4343,0.010943396155056986,0.0052958784250518075,present
GSM9237915,P7_Normal,Normal,epithelial,CXCL8,4343,0.04479890756746027,0.019571724614321898,present
GSM9237915,P7_Normal,Normal,macrophage,MIF,438,0.14453486367998575,0.1095890410958904,present
GSM9237915,P7_Normal,Normal,macrophage,CD74,438,4.084845429563851,0.9360730593607306,present
GSM9237915,P7_Normal,Normal,macrophage,CD44,438,1.3676990272341927,0.5136986301369864,present
GSM9237915,P7_Normal,Normal,macrophage,CXCR4,438,0.2663920450276016,0.1278538812785388,present
GSM9237915,P7_Normal,Normal,macrophage,SPP1,438,0.016962732065262835,0.0045662100456621,present
GSM9237915,P7_Normal,Normal,macrophage,TREM2,438,0.29973841554775665,0.16666666666666666,present
GSM9237915,P7_Normal,Normal,macrophage,PLA2G7,438,0.20701738078120488,0.1004566210045662,present
GSM9237915,P7_Normal,Normal,macrophage,IL1B,438,0.11480543460568851,0.07077625570776255,present
GSM9237915,P7_Normal,Normal,macrophage,TNF,438,0.05579310444659667,0.0365296803652968,present
GSM9237915,P7_Normal,Normal,macrophage,CXCL8,438,0.05483809898415066,0.0228310502283105,present
GSM9237916,P7_LUAD,LUAD,all_cells,MIF,10164,0.22415896122870188,0.15308933490751672,present
GSM9237916,P7_LUAD,LUAD,all_cells,CD74,10164,2.2798013324318056,0.667060212514758,present
GSM9237916,P7_LUAD,LUAD,all_cells,CD44,10164,1.2274467940851554,0.4803227075954349,present
GSM9237916,P7_LUAD,LUAD,all_cells,CXCR4,10164,0.34854749385157974,0.14482487209759937,present
GSM9237916,P7_LUAD,LUAD,all_cells,SPP1,10164,0.0058929376927631715,0.0029515938606847697,present
GSM9237916,P7_LUAD,LUAD,all_cells,TREM2,10164,0.08456029500499827,0.051554506099960644,present
GSM9237916,P7_LUAD,LUAD,all_cells,PLA2G7,10164,0.026585163546689015,0.016135379771743407,present
GSM9237916,P7_LUAD,LUAD,all_cells,IL1B,10164,0.025293150741601038,0.018890200708382526,present
GSM9237916,P7_LUAD,LUAD,all_cells,TNF,10164,0.028696543907523558,0.01948051948051948,present
GSM9237916,P7_LUAD,LUAD,all_cells,CXCL8,10164,0.04670658835964177,0.01967729240456513,present
GSM9237916,P7_LUAD,LUAD,epithelial,MIF,3258,0.367447152556459,0.25659914057704114,present
GSM9237916,P7_LUAD,LUAD,epithelial,CD74,3258,2.6478201399022523,0.7820748925721301,present
GSM9237916,P7_LUAD,LUAD,epithelial,CD44,3258,1.4537422455909772,0.5850214855739717,present
GSM9237916,P7_LUAD,LUAD,epithelial,CXCR4,3258,0.16287398610171622,0.08532842234499693,present
GSM9237916,P7_LUAD,LUAD,epithelial,SPP1,3258,0.0029642815047912197,0.0024554941682013503,present
GSM9237916,P7_LUAD,LUAD,epithelial,TREM2,3258,0.02236347382278234,0.01596071209330878,present
GSM9237916,P7_LUAD,LUAD,epithelial,PLA2G7,3258,0.010656024865876421,0.004910988336402701,present
GSM9237916,P7_LUAD,LUAD,epithelial,IL1B,3258,0.0057014829608197344,0.003683241252302026,present
GSM9237916,P7_LUAD,LUAD,epithelial,TNF,3258,0.010040990723827291,0.0055248618784530384,present
GSM9237916,P7_LUAD,LUAD,epithelial,CXCL8,3258,0.0830519974108213,0.03437691835481891,present
GSM9237916,P7_LUAD,LUAD,macrophage,MIF,884,0.31681008243049746,0.3167420814479638,present
GSM9237916,P7_LUAD,LUAD,macrophage,CD74,884,5.013274672807217,0.9819004524886877,present
GSM9237916,P7_LUAD,LUAD,macrophage,CD44,884,1.996774157730061,0.746606334841629,present
GSM9237916,P7_LUAD,LUAD,macrophage,CXCR4,884,0.562289526843387,0.334841628959276,present
GSM9237916,P7_LUAD,LUAD,macrophage,SPP1,884,0.026739980318721938,0.011312217194570135,present
