sample,sample_name,stage,axis_id,axis_label,evidence_type,gene_panel,panel_genes,perturbation_id,perturbation_type,perturbed_genes,perturbation_factor,present_perturbed_genes,missing_perturbed_genes,baseline_panel_mean,perturbed_panel_mean,panel_mean_delta,baseline_observed_fraction,perturbed_observed_fraction,observed_fraction_delta,baseline_n_target_high,perturbed_n_target_high,baseline_status,perturbed_status
GSM9226199,P15_MIA,MIA,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,mif_cd74_cxcr4_gene_MIF_x0p5,gene,MIF,0.5,MIF,,0.002657031104090825,0.0013285155520454126,-0.0013285155520454126,0.36009658919408394,0.36009658919408394,0.0,2078,2078,ok,ok
GSM9226199,P15_MIA,MIA,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CD74_x0,gene,CD74,0.0,CD74,,0.07069343452385483,0.011228411893045465,-0.05946502263080937,0.6211892544521581,0.658617567159674,0.0374283127075159,3313,3313,ok,ok
GSM9226199,P15_MIA,MIA,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CD74_x0p5,gene,CD74,0.5,CD74,,0.07069343452385483,0.040960923208450156,-0.029732511315404678,0.6211892544521581,0.6353757923332327,0.014186537881074601,3313,3313,ok,ok
GSM9226199,P15_MIA,MIA,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CXCR4_x0,gene,CXCR4,0.0,CXCR4,,0.07069343452385483,0.06871440385372951,-0.001979030670125323,0.6211892544521581,0.6205855719891337,-0.0006036824630244464,3313,3313,ok,ok
GSM9226199,P15_MIA,MIA,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CXCR4_x0p5,gene,CXCR4,0.5,CXCR4,,0.07069343452385483,0.06970391918879217,-0.0009895153350626684,0.6211892544521581,0.6226984606097193,0.001509206157561227,3313,3313,ok,ok
GSM9226199,P15_MIA,MIA,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CD44_x0,gene,CD44,0.0,CD44,,0.07069343452385483,0.06144405330093472,-0.009249381222920114,0.6211892544521581,0.6024750980984003,-0.018714156353757838,3313,3313,ok,ok
GSM9226199,P15_MIA,MIA,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CD44_x0p5,gene,CD44,0.5,CD44,,0.07069343452385483,0.06606874391239477,-0.004624690611460064,0.6211892544521581,0.6127376999698159,-0.00845155448234225,3313,3313,ok,ok
GSM9226199,P15_MIA,MIA,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,mif_cd74_cxcr4_axis_MIF_CD74_CXCR4_CD44_x0,axis,"MIF,CD74,CXCR4,CD44",0.0,"MIF,CD74,CXCR4,CD44",,0.002657031104090825,0.0,-0.002657031104090825,0.36009658919408394,0.0,-0.36009658919408394,2078,0,ok,insufficient_target_high
GSM9226199,P15_MIA,MIA,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_axis_MIF_CD74_CXCR4_CD44_x0,axis,"MIF,CD74,CXCR4,CD44",0.0,"MIF,CD74,CXCR4,CD44",,0.07069343452385483,0.0,-0.07069343452385483,0.6211892544521581,0.0,-0.6211892544521581,3313,0,ok,insufficient_target_high
GSM9226199,P15_MIA,MIA,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,mif_cd74_cxcr4_axis_MIF_CD74_CXCR4_CD44_x0p5,axis,"MIF,CD74,CXCR4,CD44",0.5,"MIF,CD74,CXCR4,CD44",,0.002657031104090825,0.0013285155520454126,-0.0013285155520454126,0.36009658919408394,0.36009658919408394,0.0,2078,2078,ok,ok
GSM9226199,P15_MIA,MIA,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_axis_MIF_CD74_CXCR4_CD44_x0p5,axis,"MIF,CD74,CXCR4,CD44",0.5,"MIF,CD74,CXCR4,CD44",,0.07069343452385483,0.03534671726192742,-0.03534671726192742,0.6211892544521581,0.6211892544521581,0.0,3313,3313,ok,ok
GSM9226201,P16_AIS,AIS,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_SPP1_x0,gene,SPP1,0.0,SPP1,,0.008431027970118191,0.008331269314184112,-9.975865593407976e-05,0.5041617122473246,0.5041617122473246,0.0,3364,3364,ok,ok
GSM9226201,P16_AIS,AIS,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_SPP1_x0p5,gene,SPP1,0.5,SPP1,,0.008431027970118191,0.008381148642151151,-4.987932796703988e-05,0.5041617122473246,0.503269916765755,-0.0008917954815695905,3364,3364,ok,ok
GSM9226201,P16_AIS,AIS,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_TREM2_x0,gene,TREM2,0.0,TREM2,,0.008431027970118191,0.008109962640863609,-0.0003210653292545825,0.5041617122473246,0.5017835909631391,-0.0023781212841855748,3364,3364,ok,ok
GSM9226201,P16_AIS,AIS,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_TREM2_x0p5,gene,TREM2,0.5,TREM2,,0.008431027970118191,0.008270495305490901,-0.0001605326646272904,0.5041617122473246,0.5023781212841855,-0.001783590963139181,3364,3364,ok,ok
GSM9226201,P16_AIS,AIS,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_PLA2G7_x0,gene,PLA2G7,0.0,PLA2G7,,0.008431027970118191,0.008343735819564548,-8.729215055364344e-05,0.5041617122473246,0.5053507728894173,0.0011890606420926764,3364,3364,ok,ok
GSM9226201,P16_AIS,AIS,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_PLA2G7_x0p5,gene,PLA2G7,0.5,PLA2G7,,0.008431027970118191,0.008387381894841369,-4.3646075276822585e-05,0.5041617122473246,0.5041617122473246,0.0,3364,3364,ok,ok
GSM9226201,P16_AIS,AIS,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_axis_SPP1_TREM2_PLA2G7_x0,axis,"SPP1,TREM2,PLA2G7",0.0,"SPP1,TREM2,PLA2G7",,0.008431027970118191,0.007922911834375884,-0.0005081161357423074,0.5041617122473246,0.5029726516052319,-0.0011890606420927874,3364,3364,ok,ok
GSM9226201,P16_AIS,AIS,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_axis_SPP1_TREM2_PLA2G7_x0p5,axis,"SPP1,TREM2,PLA2G7",0.5,"SPP1,TREM2,PLA2G7",,0.008431027970118191,0.008176969902247037,-0.0002540580678711546,0.5041617122473246,0.5023781212841855,-0.001783590963139181,3364,3364,ok,ok
