sample,sample_name,stage,axis_id,axis_label,evidence_type,gene_panel,panel_genes,perturbation_id,perturbation_type,perturbed_genes,perturbation_factor,present_perturbed_genes,missing_perturbed_genes,baseline_panel_mean,perturbed_panel_mean,panel_mean_delta,baseline_observed_fraction,perturbed_observed_fraction,observed_fraction_delta,baseline_n_target_high,perturbed_n_target_high,baseline_status,perturbed_status
GSM9226190,P10_LUAD,LUAD,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,source_near_epithelial_progenitor,source,"C1QA,C1QB,C1QC,APOE,TREM2,LGALS3,MARCO",c1q_apoe_trem2_lgals3_gene_TREM2_x0p5,gene,TREM2,0.5,TREM2,,0.08375615014613977,0.08306346206578821,-0.0006926880803515556,0.42857142857142855,0.43005952380952384,0.0014880952380952883,3360,3360,ok,ok
GSM9226190,P10_LUAD,LUAD,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,target_near_epithelial_progenitor,target,"LRP1,TREM2,CD44",c1q_apoe_trem2_lgals3_gene_TREM2_x0p5,gene,TREM2,0.5,TREM2,,0.0952927918367868,0.09367651964929988,-0.0016162721874869168,0.7797619047619048,0.7821428571428571,0.0023809523809523725,3360,3360,ok,ok
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,mif_cd74_cxcr4_gene_MIF_x0,gene,MIF,0.0,MIF,,0.06946050540286296,0.0,-0.06946050540286296,0.8422619047619048,0.0,-0.8422619047619048,3360,0,ok,insufficient_target_high
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,mif_cd74_cxcr4_gene_MIF_x0p5,gene,MIF,0.5,MIF,,0.06946050540286296,0.03473025270143148,-0.03473025270143148,0.8422619047619048,0.8422619047619048,0.0,3360,3360,ok,ok
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CD74_x0,gene,CD74,0.0,CD74,,0.25081682093575386,0.08846503499256321,-0.16235178594319066,0.7008928571428571,0.7366071428571429,0.03571428571428581,3360,3360,ok,ok
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CD74_x0p5,gene,CD74,0.5,CD74,,0.25081682093575386,0.16964092796415856,-0.0811758929715953,0.7008928571428571,0.7247023809523809,0.023809523809523836,3360,3360,ok,ok
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CXCR4_x0,gene,CXCR4,0.0,CXCR4,,0.25081682093575386,0.23966685765124443,-0.011149963284509429,0.7008928571428571,0.7229166666666667,0.022023809523809557,3360,3360,ok,ok
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CXCR4_x0p5,gene,CXCR4,0.5,CXCR4,,0.25081682093575386,0.2452418392934992,-0.005574981642254673,0.7008928571428571,0.712202380952381,0.01130952380952388,3360,3360,ok,ok
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CD44_x0,gene,CD44,0.0,CD44,,0.25081682093575386,0.17350174922770017,-0.07731507170805368,0.7008928571428571,0.5434523809523809,-0.1574404761904762,3360,3360,ok,ok
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_gene_CD44_x0p5,gene,CD44,0.5,CD44,,0.25081682093575386,0.21215928508172702,-0.03865753585402684,0.7008928571428571,0.6383928571428571,-0.0625,3360,3360,ok,ok
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,mif_cd74_cxcr4_axis_MIF_CD74_CXCR4_CD44_x0,axis,"MIF,CD74,CXCR4,CD44",0.0,"MIF,CD74,CXCR4,CD44",,0.06946050540286296,0.0,-0.06946050540286296,0.8422619047619048,0.0,-0.8422619047619048,3360,0,ok,insufficient_target_high
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_axis_MIF_CD74_CXCR4_CD44_x0,axis,"MIF,CD74,CXCR4,CD44",0.0,"MIF,CD74,CXCR4,CD44",,0.25081682093575386,0.0,-0.25081682093575386,0.7008928571428571,0.0,-0.7008928571428571,3360,0,ok,insufficient_target_high
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,mif_cd74_cxcr4_axis_MIF_CD74_CXCR4_CD44_x0p5,axis,"MIF,CD74,CXCR4,CD44",0.5,"MIF,CD74,CXCR4,CD44",,0.06946050540286296,0.03473025270143148,-0.03473025270143148,0.8422619047619048,0.8422619047619048,0.0,3360,3360,ok,ok
GSM9226190,P10_LUAD,LUAD,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",mif_cd74_cxcr4_axis_MIF_CD74_CXCR4_CD44_x0p5,axis,"MIF,CD74,CXCR4,CD44",0.5,"MIF,CD74,CXCR4,CD44",,0.25081682093575386,0.12540841046787693,-0.12540841046787693,0.7008928571428571,0.7008928571428571,0.0,3360,3360,ok,ok
GSM9226189,P10_MIA,MIA,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_SPP1_x0,gene,SPP1,0.0,SPP1,,0.00837249796977516,0.008137570913100894,-0.00023492705667426707,0.3536945812807882,0.3589490968801314,0.005254515599343201,3045,3045,ok,ok
GSM9226189,P10_MIA,MIA,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_SPP1_x0p5,gene,SPP1,0.5,SPP1,,0.00837249796977516,0.008255034441438028,-0.00011746352833713267,0.3536945812807882,0.3556650246305419,0.0019704433497537144,3045,3045,ok,ok
GSM9226189,P10_MIA,MIA,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_TREM2_x0,gene,TREM2,0.0,TREM2,,0.00837249796977516,0.008181396061329775,-0.0001911019084453857,0.3536945812807882,0.35829228243021344,0.0045977011494252595,3045,3045,ok,ok
GSM9226189,P10_MIA,MIA,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_TREM2_x0p5,gene,TREM2,0.5,TREM2,,0.00837249796977516,0.008276947015552469,-9.555095422269198e-05,0.3536945812807882,0.3559934318555008,0.0022988505747126298,3045,3045,ok,ok
GSM9226189,P10_MIA,MIA,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_PLA2G7_x0,gene,PLA2G7,0.0,PLA2G7,,0.00837249796977516,0.008242557996867574,-0.00012993997290758688,0.3536945812807882,0.3523809523809524,-0.0013136288998357726,3045,3045,ok,ok
GSM9226189,P10_MIA,MIA,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_gene_PLA2G7_x0p5,gene,PLA2G7,0.5,PLA2G7,,0.00837249796977516,0.008307527983321367,-6.496998645379344e-05,0.3536945812807882,0.3527093596059113,-0.0009852216748768572,3045,3045,ok,ok
GSM9226189,P10_MIA,MIA,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",spp1_trem2_macrophage_epithelial_axis_SPP1_TREM2_PLA2G7_x0,axis,"SPP1,TREM2,PLA2G7",0.0,"SPP1,TREM2,PLA2G7",,0.00837249796977516,0.007816529031747921,-0.0005559689380272397,0.3536945812807882,0.3619047619047619,0.008210180623973717,3045,3045,ok,ok
