observed_fraction,null_mean,null_sd,enrichment_delta,empirical_p_greater,empirical_p_less,n_permutations,radius,n_spots,n_source_high,n_target_high,n_overlap_high,overlap_fraction_of_source,target_to_source_fraction,sample,sample_name,stage,top_n,quantile,radius_multiplier
0.13529411764705881,0.4753529411764707,0.027199636179698724,-0.34005882352941186,1.0,0.004975124378109453,200,200.0024999843752,1700,340,340,10,0.029411764705882353,0.15294117647058825,GSM5702476,GSM5702476_TD5,AIS,20,0.8,1.0
0.2088235294117647,0.7671617647058824,0.02720797341190262,-0.5583382352941176,1.0,0.004975124378109453,200,250.00312498046898,1700,340,340,10,0.029411764705882353,0.2676470588235294,GSM5702476,GSM5702476_TD5,AIS,20,0.8,1.25
0.19607843137254902,0.29948039215686273,0.016674318518436825,-0.10340196078431371,1.0,0.004975124378109453,200,150.0018749882814,1700,510,510,100,0.19607843137254902,0.19607843137254902,GSM5702476,GSM5702476_TD5,AIS,30,0.7,0.75
0.40980392156862744,0.6413039215686274,0.023563936227453026,-0.23149999999999993,1.0,0.004975124378109453,200,200.0024999843752,1700,510,510,100,0.19607843137254902,0.39019607843137255,GSM5702476,GSM5702476_TD5,AIS,30,0.7,1.0
0.6392156862745098,0.8980294117647061,0.016862146448985836,-0.2588137254901963,1.0,0.004975124378109453,200,250.00312498046898,1700,510,510,100,0.19607843137254902,0.5333333333333333,GSM5702476,GSM5702476_TD5,AIS,30,0.7,1.25
0.12,0.2498,0.0172643937919875,-0.1298,1.0,0.004975124378109453,200,150.0018749882814,1700,425,425,51,0.12,0.12,GSM5702476,GSM5702476_TD5,AIS,30,0.75,0.75
0.2776470588235294,0.5624823529411764,0.024562819320894456,-0.284835294117647,1.0,0.004975124378109453,200,200.0024999843752,1700,425,425,51,0.12,0.28,GSM5702476,GSM5702476_TD5,AIS,30,0.75,1.0
0.46352941176470586,0.8458470588235295,0.022341864486441227,-0.38231764705882365,1.0,0.004975124378109453,200,250.00312498046898,1700,425,425,51,0.12,0.43529411764705883,GSM5702476,GSM5702476_TD5,AIS,30,0.75,1.25
0.07352941176470588,0.2021470588235294,0.018584589569030648,-0.1286176470588235,1.0,0.004975124378109453,200,150.0018749882814,1700,340,340,25,0.07352941176470588,0.07352941176470588,GSM5702476,GSM5702476_TD5,AIS,30,0.8,0.75
0.19411764705882353,0.4786911764705883,0.028046183969586025,-0.2845735294117647,1.0,0.004975124378109453,200,200.0024999843752,1700,340,340,25,0.07352941176470588,0.19705882352941176,GSM5702476,GSM5702476_TD5,AIS,30,0.8,1.0
0.31470588235294117,0.7632794117647059,0.029272471664162667,-0.44857352941176476,1.0,0.004975124378109453,200,250.00312498046898,1700,340,340,25,0.07352941176470588,0.3411764705882353,GSM5702476,GSM5702476_TD5,AIS,30,0.8,1.25
0.30434782608695654,0.30092071611253196,0.011445655069725242,0.0034271099744245803,0.4129353233830846,0.6119402985074627,200,150.0,3911,1173,1173,357,0.30434782608695654,0.30434782608695654,GSM5702477,GSM5702477_TD6,MIA,10,0.7,0.75
0.6027280477408354,0.6541005967604434,0.013648868223491886,-0.05137254901960797,1.0,0.004975124378109453,200,200.0,3911,1173,1173,357,0.30434782608695654,0.5899403239556692,GSM5702477,GSM5702477_TD6,MIA,10,0.7,1.0
0.8439897698209718,0.90730179028133,0.01023177736874553,-0.06331202046035811,1.0,0.004975124378109453,200,250.0,3911,1173,1173,357,0.30434782608695654,0.8073316283034954,GSM5702477,GSM5702477_TD6,MIA,10,0.7,1.25
0.2658486707566462,0.2519887525562372,0.011729981845811576,0.013859918200408994,0.11940298507462686,0.9154228855721394,200,150.0,3911,978,978,260,0.2658486707566462,0.2658486707566462,GSM5702477,GSM5702477_TD6,MIA,10,0.75,0.75
0.5378323108384458,0.5775613496932516,0.016806744741501633,-0.03972903885480572,0.9900497512437811,0.014925373134328358,200,200.0,3911,978,978,260,0.2658486707566462,0.5306748466257669,GSM5702477,GSM5702477_TD6,MIA,10,0.75,1.0
0.7862985685071575,0.8544171779141103,0.013768500615581901,-0.0681186094069528,1.0,0.004975124378109453,200,250.0,3911,978,978,260,0.2658486707566462,0.7464212678936605,GSM5702477,GSM5702477_TD6,MIA,10,0.75,1.25
0.20588235294117646,0.20016624040920716,0.011519948878336609,0.005716112531969297,0.3283582089552239,0.7164179104477612,200,150.0,3911,782,782,161,0.20588235294117646,0.20588235294117646,GSM5702477,GSM5702477_TD6,MIA,10,0.8,0.75
