observed_fraction,null_mean,null_sd,enrichment_delta,empirical_p_greater,empirical_p_less,n_permutations,radius,status,sample,sample_name,stage,source,target,quantile,radius_multiplier,n_spots,n_source_high,n_target_high,n_overlap_high,overlap_fraction_of_source,target_to_source_fraction
0.6726746057289991,0.436021886063727,0.009078089170064762,0.23665271966527207,0.009900990099009901,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,inflammatory_macrophage,0.75,1.0,12427,3107,3107,1607,0.5172191824911491,0.6221435468297393
0.544576762149984,0.4354457676214999,0.009171452876980098,0.10913099452848407,0.009900990099009901,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,resident_macrophage,0.75,1.0,12427,3107,3107,1148,0.3694882523334406,0.4708722240102993
0.49012415349887134,0.3855502257336343,0.008896538878220202,0.10457392776523705,0.009900990099009901,1.0,100,395.8307719215372,ok,GSM9226194,P12_LUAD,LUAD,epithelial_progenitor_like,spp1_macrophage,0.75,1.0,14177,3544,3544,1323,0.3733069977426637,0.43905191873589167
0.5761851015801355,0.3858465011286683,0.009275844588547267,0.19033860045146717,0.009900990099009901,1.0,100,395.8307719215372,ok,GSM9226194,P12_LUAD,LUAD,epithelial_progenitor_like,c1q_macrophage,0.75,1.0,14177,3544,3544,1719,0.4850451467268623,0.5485327313769752
0.5214446952595937,0.3878019187358916,0.00903483518369013,0.1336427765237021,0.009900990099009901,1.0,100,395.8307719215372,ok,GSM9226194,P12_LUAD,LUAD,epithelial_progenitor_like,inflammatory_macrophage,0.75,1.0,14177,3544,3544,1463,0.4128103837471783,0.4683972911963883
0.3843115124153499,0.3865547404063206,0.009114747264436812,-0.0022432279909707087,0.6138613861386139,0.43564356435643564,100,395.8307719215372,ok,GSM9226194,P12_LUAD,LUAD,epithelial_progenitor_like,resident_macrophage,0.75,1.0,14177,3544,3544,954,0.26918735891647855,0.3275959367945824
0.4163934426229508,0.5507213114754098,0.017037473530544116,-0.134327868852459,1.0,0.009900990099009901,100,396.547601177967,ok,GSM9226196,P13_LUAD,LUAD,epithelial_progenitor_like,spp1_macrophage,0.75,1.0,4880,1220,1220,275,0.22540983606557377,0.33934426229508197
0.43934426229508194,0.5481557377049182,0.019511186510866932,-0.10881147540983627,1.0,0.009900990099009901,100,396.547601177967,ok,GSM9226196,P13_LUAD,LUAD,epithelial_progenitor_like,c1q_macrophage,0.75,1.0,4880,1220,1220,342,0.28032786885245903,0.3909836065573771
0.3844262295081967,0.5514016393442623,0.01756892406660608,-0.16697540983606562,1.0,0.009900990099009901,100,396.547601177967,ok,GSM9226196,P13_LUAD,LUAD,epithelial_progenitor_like,inflammatory_macrophage,0.75,1.0,4880,1220,1220,269,0.22049180327868853,0.30655737704918035
0.36065573770491804,0.5519836065573771,0.0167380488266385,-0.19132786885245906,1.0,0.009900990099009901,100,396.547601177967,ok,GSM9226196,P13_LUAD,LUAD,epithelial_progenitor_like,resident_macrophage,0.75,1.0,4880,1220,1220,196,0.16065573770491803,0.2581967213114754
0.5627187864644108,0.48033547257876313,0.008732195462608025,0.08238331388564762,0.009900990099009901,1.0,100,396.16410741004796,ok,GSM9226195,P13_MIA,MIA,epithelial_progenitor_like,spp1_macrophage,0.75,1.0,13713,3428,3428,1302,0.3798133022170362,0.49154025670945156
0.5116686114352392,0.48071470245040826,0.008894177758074244,0.03095390898483097,0.009900990099009901,1.0,100,396.16410741004796,ok,GSM9226195,P13_MIA,MIA,epithelial_progenitor_like,c1q_macrophage,0.75,1.0,13713,3428,3428,1259,0.36726954492415403,0.49066511085180864
0.6050175029171528,0.48122812135355886,0.009869961778747537,0.12378938156359398,0.009900990099009901,1.0,100,396.16410741004796,ok,GSM9226195,P13_MIA,MIA,epithelial_progenitor_like,inflammatory_macrophage,0.75,1.0,13713,3428,3428,1473,0.4296966161026838,0.544924154025671
0.5116686114352392,0.4818494749124854,0.009242123534937233,0.02981913652275381,0.009900990099009901,1.0,100,396.16410741004796,ok,GSM9226195,P13_MIA,MIA,epithelial_progenitor_like,resident_macrophage,0.75,1.0,13713,3428,3428,1023,0.2984247374562427,0.4162777129521587
0.36900129701686124,0.3984338521400778,0.008992004800402117,-0.029432555123216575,1.0,0.009900990099009901,100,351.5920931989228,ok,GSM9226197,P14_AIS,AIS,epithelial_progenitor_like,spp1_macrophage,0.75,1.0,12335,3084,3084,781,0.253242542153048,0.3154993514915694
0.2931258106355383,0.3977626459143969,0.009615345483648926,-0.10463683527885864,1.0,0.009900990099009901,100,351.5920931989228,ok,GSM9226197,P14_AIS,AIS,epithelial_progenitor_like,c1q_macrophage,0.75,1.0,12335,3084,3084,683,0.22146562905317768,0.2846952010376135
