sample,sample_name,stage,context,score,n_cells,mean_score
GSM9237919,P8_AIS,AIS,macrophage,c1q_macrophage,118,1.9457027131281943
GSM9237919,P8_AIS,AIS,macrophage,inflammatory_macrophage,118,0.3066521473807535
GSM9237919,P8_AIS,AIS,macrophage,refined_epithelial_progenitor_like,118,0.13618576508032657
GSM9237919,P8_AIS,AIS,macrophage,refined_spp1_macrophage,118,0.08094082093409127
GSM9237919,P8_AIS,AIS,macrophage,refined_c1q_macrophage,118,0.6863549975118951
GSM9237919,P8_AIS,AIS,macrophage,refined_inflammatory_macrophage,118,0.19607158726174942
GSM9237920,P8_LUAD,LUAD,all_cells,epithelial,8490,0.9542703153489824
GSM9237920,P8_LUAD,LUAD,all_cells,macrophage,8490,0.28510545889507927
GSM9237920,P8_LUAD,LUAD,all_cells,epithelial_progenitor_like,8490,0.8861514846579737
GSM9237920,P8_LUAD,LUAD,all_cells,spp1_macrophage,8490,0.4894692463524808
GSM9237920,P8_LUAD,LUAD,all_cells,c1q_macrophage,8490,0.32574710139037916
GSM9237920,P8_LUAD,LUAD,all_cells,inflammatory_macrophage,8490,0.22008967628675874
GSM9237920,P8_LUAD,LUAD,all_cells,refined_epithelial_progenitor_like,8490,0.5884144496056574
GSM9237920,P8_LUAD,LUAD,all_cells,refined_spp1_macrophage,8490,0.16192137382820412
GSM9237920,P8_LUAD,LUAD,all_cells,refined_c1q_macrophage,8490,0.2766965540261756
GSM9237920,P8_LUAD,LUAD,all_cells,refined_inflammatory_macrophage,8490,0.1406376657337672
GSM9237920,P8_LUAD,LUAD,epithelial,epithelial,4890,1.3820627478546417
GSM9237920,P8_LUAD,LUAD,epithelial,macrophage,4890,0.1289222537844037
GSM9237920,P8_LUAD,LUAD,epithelial,epithelial_progenitor_like,4890,1.3335965994586862
GSM9237920,P8_LUAD,LUAD,epithelial,spp1_macrophage,4890,0.518682863868353
GSM9237920,P8_LUAD,LUAD,epithelial,c1q_macrophage,4890,0.16640183216588386
GSM9237920,P8_LUAD,LUAD,epithelial,inflammatory_macrophage,4890,0.25454647850475026
GSM9237920,P8_LUAD,LUAD,epithelial,refined_epithelial_progenitor_like,4890,0.8095496734171509
GSM9237920,P8_LUAD,LUAD,epithelial,refined_spp1_macrophage,4890,0.18962403422067647
GSM9237920,P8_LUAD,LUAD,epithelial,refined_c1q_macrophage,4890,0.2816966798384
GSM9237920,P8_LUAD,LUAD,epithelial,refined_inflammatory_macrophage,4890,0.14129454445879522
GSM9237920,P8_LUAD,LUAD,macrophage,epithelial,755,0.29905539381217694
GSM9237920,P8_LUAD,LUAD,macrophage,macrophage,755,1.8890591522649645
GSM9237920,P8_LUAD,LUAD,macrophage,epithelial_progenitor_like,755,0.18597780181129608
GSM9237920,P8_LUAD,LUAD,macrophage,spp1_macrophage,755,1.1525447118441687
GSM9237920,P8_LUAD,LUAD,macrophage,c1q_macrophage,755,2.0886963767080107
GSM9237920,P8_LUAD,LUAD,macrophage,inflammatory_macrophage,755,0.2567613401003023
GSM9237920,P8_LUAD,LUAD,macrophage,refined_epithelial_progenitor_like,755,0.2218898637693374
GSM9237920,P8_LUAD,LUAD,macrophage,refined_spp1_macrophage,755,0.18996594548872153
GSM9237920,P8_LUAD,LUAD,macrophage,refined_c1q_macrophage,755,0.6204207336366203
GSM9237920,P8_LUAD,LUAD,macrophage,refined_inflammatory_macrophage,755,0.22636815520004575
GSM9237921,P9_Normal,Normal,all_cells,epithelial,3000,0.7434143835944041
GSM9237921,P9_Normal,Normal,all_cells,macrophage,3000,0.20406827769225416
GSM9237921,P9_Normal,Normal,all_cells,epithelial_progenitor_like,3000,0.4398386505844342
GSM9237921,P9_Normal,Normal,all_cells,spp1_macrophage,3000,0.32781622165815094
GSM9237921,P9_Normal,Normal,all_cells,c1q_macrophage,3000,0.1950016490835834
GSM9237921,P9_Normal,Normal,all_cells,inflammatory_macrophage,3000,0.1907068302767438
GSM9237921,P9_Normal,Normal,all_cells,refined_epithelial_progenitor_like,3000,0.3601169823950928
GSM9237921,P9_Normal,Normal,all_cells,refined_spp1_macrophage,3000,0.11941981901564573
GSM9237921,P9_Normal,Normal,all_cells,refined_c1q_macrophage,3000,0.21145717079886117
GSM9237921,P9_Normal,Normal,all_cells,refined_inflammatory_macrophage,3000,0.15934862513516357
GSM9237921,P9_Normal,Normal,epithelial,epithelial,919,1.6585525223329003
GSM9237921,P9_Normal,Normal,epithelial,macrophage,919,0.06953027075392959
GSM9237921,P9_Normal,Normal,epithelial,epithelial_progenitor_like,919,1.1803651472862882
GSM9237921,P9_Normal,Normal,epithelial,spp1_macrophage,919,0.4819386790885816
GSM9237921,P9_Normal,Normal,epithelial,c1q_macrophage,919,0.06198874357096874
GSM9237921,P9_Normal,Normal,epithelial,inflammatory_macrophage,919,0.21697254868729604
GSM9237921,P9_Normal,Normal,epithelial,refined_epithelial_progenitor_like,919,0.6657122954880411
GSM9237921,P9_Normal,Normal,epithelial,refined_spp1_macrophage,919,0.16889521494944498
GSM9237921,P9_Normal,Normal,epithelial,refined_c1q_macrophage,919,0.24081065978766988
GSM9237921,P9_Normal,Normal,epithelial,refined_inflammatory_macrophage,919,0.13151662461314245
GSM9237921,P9_Normal,Normal,macrophage,epithelial,199,0.26332561875575017
GSM9237921,P9_Normal,Normal,macrophage,macrophage,199,1.7635941497025747
GSM9237921,P9_Normal,Normal,macrophage,epithelial_progenitor_like,199,0.07508699203394056
GSM9237921,P9_Normal,Normal,macrophage,spp1_macrophage,199,0.9714349370200197
GSM9237921,P9_Normal,Normal,macrophage,c1q_macrophage,199,1.8849814802624947
GSM9237921,P9_Normal,Normal,macrophage,inflammatory_macrophage,199,0.40379501661819184
GSM9237921,P9_Normal,Normal,macrophage,refined_epithelial_progenitor_like,199,0.21490569869991757
GSM9237921,P9_Normal,Normal,macrophage,refined_spp1_macrophage,199,0.17616022777649243
GSM9237921,P9_Normal,Normal,macrophage,refined_c1q_macrophage,199,0.7323953365363137
GSM9237921,P9_Normal,Normal,macrophage,refined_inflammatory_macrophage,199,0.23244528965759967
GSM9237922,P9_AAH,AAH,all_cells,epithelial,1730,0.6951794542185552
GSM9237922,P9_AAH,AAH,all_cells,macrophage,1730,0.24278339912951497
GSM9237922,P9_AAH,AAH,all_cells,epithelial_progenitor_like,1730,0.40727679108386683
GSM9237922,P9_AAH,AAH,all_cells,spp1_macrophage,1730,0.3645317978962778
GSM9237922,P9_AAH,AAH,all_cells,c1q_macrophage,1730,0.26633348892663294
GSM9237922,P9_AAH,AAH,all_cells,inflammatory_macrophage,1730,0.1915722806936529
GSM9237922,P9_AAH,AAH,all_cells,refined_epithelial_progenitor_like,1730,0.33807933946082286
GSM9237922,P9_AAH,AAH,all_cells,refined_spp1_macrophage,1730,0.11351585890481916
GSM9237922,P9_AAH,AAH,all_cells,refined_c1q_macrophage,1730,0.27987279512417124
GSM9237922,P9_AAH,AAH,all_cells,refined_inflammatory_macrophage,1730,0.13797269053276703
GSM9237922,P9_AAH,AAH,epithelial,epithelial,452,1.9743078053395942
GSM9237922,P9_AAH,AAH,epithelial,macrophage,452,0.03733892509987251
GSM9237922,P9_AAH,AAH,epithelial,epithelial_progenitor_like,452,1.256247830414015
GSM9237922,P9_AAH,AAH,epithelial,spp1_macrophage,452,0.5153190534877781
GSM9237922,P9_AAH,AAH,epithelial,c1q_macrophage,452,0.03436597279530912
GSM9237922,P9_AAH,AAH,epithelial,inflammatory_macrophage,452,0.22525651218623746
GSM9237922,P9_AAH,AAH,epithelial,refined_epithelial_progenitor_like,452,0.6722214425061463
GSM9237922,P9_AAH,AAH,epithelial,refined_spp1_macrophage,452,0.17952617737743765
GSM9237922,P9_AAH,AAH,epithelial,refined_c1q_macrophage,452,0.29837810221249306
GSM9237922,P9_AAH,AAH,epithelial,refined_inflammatory_macrophage,452,0.1207535468805261
GSM9237922,P9_AAH,AAH,macrophage,epithelial,138,0.23545895472343284
GSM9237922,P9_AAH,AAH,macrophage,macrophage,138,2.1612830497485396
GSM9237922,P9_AAH,AAH,macrophage,epithelial_progenitor_like,138,0.034376433881968885
GSM9237922,P9_AAH,AAH,macrophage,spp1_macrophage,138,1.3216892552952892
GSM9237922,P9_AAH,AAH,macrophage,c1q_macrophage,138,2.440923181112851
GSM9237922,P9_AAH,AAH,macrophage,inflammatory_macrophage,138,0.4133994692098021
GSM9237922,P9_AAH,AAH,macrophage,refined_epithelial_progenitor_like,138,0.2174468803365191
GSM9237922,P9_AAH,AAH,macrophage,refined_spp1_macrophage,138,0.1430986072860087
GSM9237922,P9_AAH,AAH,macrophage,refined_c1q_macrophage,138,1.2289240940323654
GSM9237922,P9_AAH,AAH,macrophage,refined_inflammatory_macrophage,138,0.18475033861260354
GSM9237923,P9_AIS,AIS,all_cells,epithelial,5986,0.803745033207663
GSM9237923,P9_AIS,AIS,all_cells,macrophage,5986,0.20910846972717356
GSM9237923,P9_AIS,AIS,all_cells,epithelial_progenitor_like,5986,0.43213546578948353
GSM9237923,P9_AIS,AIS,all_cells,spp1_macrophage,5986,0.3695414077272902
GSM9237923,P9_AIS,AIS,all_cells,c1q_macrophage,5986,0.19856503845528806
GSM9237923,P9_AIS,AIS,all_cells,inflammatory_macrophage,5986,0.16962358969890926
GSM9237923,P9_AIS,AIS,all_cells,refined_epithelial_progenitor_like,5986,0.3464094969945024
GSM9237923,P9_AIS,AIS,all_cells,refined_spp1_macrophage,5986,0.1272821142674866
GSM9237923,P9_AIS,AIS,all_cells,refined_c1q_macrophage,5986,0.21226153793247252
GSM9237923,P9_AIS,AIS,all_cells,refined_inflammatory_macrophage,5986,0.14898781330135796
GSM9237923,P9_AIS,AIS,epithelial,epithelial,1845,1.7381019662698285
GSM9237923,P9_AIS,AIS,epithelial,macrophage,1845,0.05986338741421619
GSM9237923,P9_AIS,AIS,epithelial,epithelial_progenitor_like,1845,1.1061069254983056
GSM9237923,P9_AIS,AIS,epithelial,spp1_macrophage,1845,0.46174782561683786
GSM9237923,P9_AIS,AIS,epithelial,c1q_macrophage,1845,0.055228201757746606
GSM9237923,P9_AIS,AIS,epithelial,inflammatory_macrophage,1845,0.20867386218912182
GSM9237923,P9_AIS,AIS,epithelial,refined_epithelial_progenitor_like,1845,0.6244354624987728
GSM9237923,P9_AIS,AIS,epithelial,refined_spp1_macrophage,1845,0.16739437617361386
GSM9237923,P9_AIS,AIS,epithelial,refined_c1q_macrophage,1845,0.24958973013183658
GSM9237923,P9_AIS,AIS,epithelial,refined_inflammatory_macrophage,1845,0.1314030287016154
GSM9237923,P9_AIS,AIS,macrophage,epithelial,413,0.3338280105515718
GSM9237923,P9_AIS,AIS,macrophage,macrophage,413,1.8348346669353286
GSM9237923,P9_AIS,AIS,macrophage,epithelial_progenitor_like,413,0.07676668259584966
GSM9237923,P9_AIS,AIS,macrophage,spp1_macrophage,413,1.4953062206704182
GSM9237923,P9_AIS,AIS,macrophage,c1q_macrophage,413,1.8349570367962877
GSM9237923,P9_AIS,AIS,macrophage,inflammatory_macrophage,413,0.33844969142138487
GSM9237923,P9_AIS,AIS,macrophage,refined_epithelial_progenitor_like,413,0.1834230408642205
GSM9237923,P9_AIS,AIS,macrophage,refined_spp1_macrophage,413,0.30607954295084316
GSM9237923,P9_AIS,AIS,macrophage,refined_c1q_macrophage,413,0.658278735763395
GSM9237923,P9_AIS,AIS,macrophage,refined_inflammatory_macrophage,413,0.21445547898818443
GSM9237924,P9_LUAD,LUAD,all_cells,epithelial,9231,0.8242454545008812
GSM9237924,P9_LUAD,LUAD,all_cells,macrophage,9231,0.38826798187149714
GSM9237924,P9_LUAD,LUAD,all_cells,epithelial_progenitor_like,9231,0.5439126335620195
GSM9237924,P9_LUAD,LUAD,all_cells,spp1_macrophage,9231,0.4727790191421833
GSM9237924,P9_LUAD,LUAD,all_cells,c1q_macrophage,9231,0.301474240039841
GSM9237924,P9_LUAD,LUAD,all_cells,inflammatory_macrophage,9231,0.3225698530166089
GSM9237924,P9_LUAD,LUAD,all_cells,refined_epithelial_progenitor_like,9231,0.38999586462193986
GSM9237924,P9_LUAD,LUAD,all_cells,refined_spp1_macrophage,9231,0.14131108970386008
GSM9237924,P9_LUAD,LUAD,all_cells,refined_c1q_macrophage,9231,0.23627791272920393
GSM9237924,P9_LUAD,LUAD,all_cells,refined_inflammatory_macrophage,9231,0.1960267878170295
GSM9237924,P9_LUAD,LUAD,epithelial,epithelial,2681,1.8169035811116452
GSM9237924,P9_LUAD,LUAD,epithelial,macrophage,2681,0.22202360568851315
GSM9237924,P9_LUAD,LUAD,epithelial,epithelial_progenitor_like,2681,1.4644867326092472
GSM9237924,P9_LUAD,LUAD,epithelial,spp1_macrophage,2681,0.6545549399153672
GSM9237924,P9_LUAD,LUAD,epithelial,c1q_macrophage,2681,0.11051736808715601
GSM9237924,P9_LUAD,LUAD,epithelial,inflammatory_macrophage,2681,0.4104157955165983
GSM9237924,P9_LUAD,LUAD,epithelial,refined_epithelial_progenitor_like,2681,0.8072747943769876
GSM9237924,P9_LUAD,LUAD,epithelial,refined_spp1_macrophage,2681,0.2057182193679632
GSM9237924,P9_LUAD,LUAD,epithelial,refined_c1q_macrophage,2681,0.2782901869821501
GSM9237924,P9_LUAD,LUAD,epithelial,refined_inflammatory_macrophage,2681,0.18934440067005187
GSM9237924,P9_LUAD,LUAD,macrophage,epithelial,839,0.3929344054983176
GSM9237924,P9_LUAD,LUAD,macrophage,macrophage,839,1.8004949180556507
GSM9237924,P9_LUAD,LUAD,macrophage,epithelial_progenitor_like,839,0.17416066026925855
GSM9237924,P9_LUAD,LUAD,macrophage,spp1_macrophage,839,1.1154324918677874
GSM9237924,P9_LUAD,LUAD,macrophage,c1q_macrophage,839,1.9424043491920095
GSM9237924,P9_LUAD,LUAD,macrophage,inflammatory_macrophage,839,0.37588916046751636
GSM9237924,P9_LUAD,LUAD,macrophage,refined_epithelial_progenitor_like,839,0.20286622527584336
GSM9237924,P9_LUAD,LUAD,macrophage,refined_spp1_macrophage,839,0.23338481069813052
GSM9237924,P9_LUAD,LUAD,macrophage,refined_c1q_macrophage,839,0.5358625597148533
GSM9237924,P9_LUAD,LUAD,macrophage,refined_inflammatory_macrophage,839,0.25001556652824075
GSM9237925,P10_Normal,Normal,all_cells,epithelial,2067,0.7960808948429673
GSM9237925,P10_Normal,Normal,all_cells,macrophage,2067,0.23068306915393266
GSM9237925,P10_Normal,Normal,all_cells,epithelial_progenitor_like,2067,0.7462507284436867
GSM9237925,P10_Normal,Normal,all_cells,spp1_macrophage,2067,0.48224778642835947
GSM9237925,P10_Normal,Normal,all_cells,c1q_macrophage,2067,0.2531712073810136
GSM9237925,P10_Normal,Normal,all_cells,inflammatory_macrophage,2067,0.31337931127469115
GSM9237925,P10_Normal,Normal,all_cells,refined_epithelial_progenitor_like,2067,0.5442665002930764
GSM9237925,P10_Normal,Normal,all_cells,refined_spp1_macrophage,2067,0.1300925894203916
GSM9237925,P10_Normal,Normal,all_cells,refined_c1q_macrophage,2067,0.21147366252026262
GSM9237925,P10_Normal,Normal,all_cells,refined_inflammatory_macrophage,2067,0.22918467320652763
GSM9237925,P10_Normal,Normal,epithelial,epithelial,815,1.6679460458084443
GSM9237925,P10_Normal,Normal,epithelial,macrophage,815,0.05564982667072187
GSM9237925,P10_Normal,Normal,epithelial,epithelial_progenitor_like,815,1.654295871188201
GSM9237925,P10_Normal,Normal,epithelial,spp1_macrophage,815,0.601192342091086
GSM9237925,P10_Normal,Normal,epithelial,c1q_macrophage,815,0.05555796042625269
GSM9237925,P10_Normal,Normal,epithelial,inflammatory_macrophage,815,0.3370317737618939
GSM9237925,P10_Normal,Normal,epithelial,refined_epithelial_progenitor_like,815,0.9864693965452097
GSM9237925,P10_Normal,Normal,epithelial,refined_spp1_macrophage,815,0.17983919315131033
GSM9237925,P10_Normal,Normal,epithelial,refined_c1q_macrophage,815,0.1824331442536251
GSM9237925,P10_Normal,Normal,epithelial,refined_inflammatory_macrophage,815,0.2266452995478882
GSM9237925,P10_Normal,Normal,macrophage,epithelial,168,0.24567668293054148
GSM9237925,P10_Normal,Normal,macrophage,macrophage,168,1.9919646510289781
GSM9237925,P10_Normal,Normal,macrophage,epithelial_progenitor_like,168,0.11916860029679806
GSM9237925,P10_Normal,Normal,macrophage,spp1_macrophage,168,1.468746527659277
GSM9237925,P10_Normal,Normal,macrophage,c1q_macrophage,168,2.304070732889032
GSM9237925,P10_Normal,Normal,macrophage,inflammatory_macrophage,168,0.613252519103022
GSM9237925,P10_Normal,Normal,macrophage,refined_epithelial_progenitor_like,168,0.2366516775995977
GSM9237925,P10_Normal,Normal,macrophage,refined_spp1_macrophage,168,0.1981409249789324
GSM9237925,P10_Normal,Normal,macrophage,refined_c1q_macrophage,168,0.9522190648272646
GSM9237925,P10_Normal,Normal,macrophage,refined_inflammatory_macrophage,168,0.32718392392725776
GSM9237926,P10_MIA,MIA,all_cells,epithelial,4661,0.7713634214709548
GSM9237926,P10_MIA,MIA,all_cells,macrophage,4661,0.20852674023893325
GSM9237926,P10_MIA,MIA,all_cells,epithelial_progenitor_like,4661,0.4637670795030114
GSM9237926,P10_MIA,MIA,all_cells,spp1_macrophage,4661,0.34338506342268227
GSM9237926,P10_MIA,MIA,all_cells,c1q_macrophage,4661,0.2200722169690335
GSM9237926,P10_MIA,MIA,all_cells,inflammatory_macrophage,4661,0.1703623350706211
GSM9237926,P10_MIA,MIA,all_cells,refined_epithelial_progenitor_like,4661,0.35958308943791817
GSM9237926,P10_MIA,MIA,all_cells,refined_spp1_macrophage,4661,0.10524068690816725
GSM9237926,P10_MIA,MIA,all_cells,refined_c1q_macrophage,4661,0.18920828454160227
GSM9237926,P10_MIA,MIA,all_cells,refined_inflammatory_macrophage,4661,0.16908802694465666
GSM9237926,P10_MIA,MIA,epithelial,epithelial,1325,1.7950877002151269
GSM9237926,P10_MIA,MIA,epithelial,macrophage,1325,0.056227565448546145
GSM9237926,P10_MIA,MIA,epithelial,epithelial_progenitor_like,1325,1.3566816601901777
GSM9237926,P10_MIA,MIA,epithelial,spp1_macrophage,1325,0.5536003169090864
GSM9237926,P10_MIA,MIA,epithelial,c1q_macrophage,1325,0.05167580362125078
GSM9237926,P10_MIA,MIA,epithelial,inflammatory_macrophage,1325,0.23504744046400533
GSM9237926,P10_MIA,MIA,epithelial,refined_epithelial_progenitor_like,1325,0.8276103026851689
GSM9237926,P10_MIA,MIA,epithelial,refined_spp1_macrophage,1325,0.18231032785341975
GSM9237926,P10_MIA,MIA,epithelial,refined_c1q_macrophage,1325,0.25446682438492585
GSM9237926,P10_MIA,MIA,epithelial,refined_inflammatory_macrophage,1325,0.17380893975426506
GSM9237926,P10_MIA,MIA,macrophage,epithelial,294,0.38797603706534034
GSM9237926,P10_MIA,MIA,macrophage,macrophage,294,1.9241369597014395
GSM9237926,P10_MIA,MIA,macrophage,epithelial_progenitor_like,294,0.08979174726784953
GSM9237926,P10_MIA,MIA,macrophage,spp1_macrophage,294,1.0532501566530137
GSM9237926,P10_MIA,MIA,macrophage,c1q_macrophage,294,2.154975815461546
GSM9237926,P10_MIA,MIA,macrophage,inflammatory_macrophage,294,0.3139951027956743
GSM9237926,P10_MIA,MIA,macrophage,refined_epithelial_progenitor_like,294,0.1564210843133956
GSM9237926,P10_MIA,MIA,macrophage,refined_spp1_macrophage,294,0.13943616119128655
GSM9237926,P10_MIA,MIA,macrophage,refined_c1q_macrophage,294,0.6362947773082169
GSM9237926,P10_MIA,MIA,macrophage,refined_inflammatory_macrophage,294,0.28856037723927075
GSM9237927,P10_LUAD,LUAD,all_cells,epithelial,22403,0.9081108364149507
GSM9237927,P10_LUAD,LUAD,all_cells,macrophage,22403,0.4430581109566093
GSM9237927,P10_LUAD,LUAD,all_cells,epithelial_progenitor_like,22403,0.8822551751749973
GSM9237927,P10_LUAD,LUAD,all_cells,spp1_macrophage,22403,0.5228878019766283
GSM9237927,P10_LUAD,LUAD,all_cells,c1q_macrophage,22403,0.43727815416437105
GSM9237927,P10_LUAD,LUAD,all_cells,inflammatory_macrophage,22403,0.14871281201910697
GSM9237927,P10_LUAD,LUAD,all_cells,refined_epithelial_progenitor_like,22403,0.4915912138188356
GSM9237927,P10_LUAD,LUAD,all_cells,refined_spp1_macrophage,22403,0.12443621632021036
GSM9237927,P10_LUAD,LUAD,all_cells,refined_c1q_macrophage,22403,0.2745765456855402
GSM9237927,P10_LUAD,LUAD,all_cells,refined_inflammatory_macrophage,22403,0.16569191787096135
GSM9237927,P10_LUAD,LUAD,epithelial,epithelial,7570,1.7323787946457294
GSM9237927,P10_LUAD,LUAD,epithelial,macrophage,7570,0.33292969440442954
GSM9237927,P10_LUAD,LUAD,epithelial,epithelial_progenitor_like,7570,1.764662790034744
GSM9237927,P10_LUAD,LUAD,epithelial,spp1_macrophage,7570,0.6342401992511216
GSM9237927,P10_LUAD,LUAD,epithelial,c1q_macrophage,7570,0.24174742454952564
GSM9237927,P10_LUAD,LUAD,epithelial,inflammatory_macrophage,7570,0.13546004172976717
GSM9237927,P10_LUAD,LUAD,epithelial,refined_epithelial_progenitor_like,7570,0.8840108851853956
GSM9237927,P10_LUAD,LUAD,epithelial,refined_spp1_macrophage,7570,0.15982878559464175
GSM9237927,P10_LUAD,LUAD,epithelial,refined_c1q_macrophage,7570,0.3327477231902602
GSM9237927,P10_LUAD,LUAD,epithelial,refined_inflammatory_macrophage,7570,0.14135233312938342
GSM9237927,P10_LUAD,LUAD,macrophage,epithelial,1734,0.4569170055292089
GSM9237927,P10_LUAD,LUAD,macrophage,macrophage,1734,2.1804434145769243
GSM9237927,P10_LUAD,LUAD,macrophage,epithelial_progenitor_like,1734,0.41478452290295986
GSM9237927,P10_LUAD,LUAD,macrophage,spp1_macrophage,1734,1.4382862133794057
GSM9237927,P10_LUAD,LUAD,macrophage,c1q_macrophage,1734,2.6074264609078677
GSM9237927,P10_LUAD,LUAD,macrophage,inflammatory_macrophage,1734,0.25813557290334327
GSM9237927,P10_LUAD,LUAD,macrophage,refined_epithelial_progenitor_like,1734,0.3036512204990643
GSM9237927,P10_LUAD,LUAD,macrophage,refined_spp1_macrophage,1734,0.25067862756460224
GSM9237927,P10_LUAD,LUAD,macrophage,refined_c1q_macrophage,1734,0.6369423097825845
GSM9237927,P10_LUAD,LUAD,macrophage,refined_inflammatory_macrophage,1734,0.2348437370026624
GSM9237928,P11_Normal,Normal,all_cells,epithelial,2289,0.7451903211285708
GSM9237928,P11_Normal,Normal,all_cells,macrophage,2289,0.15519327708449931
GSM9237928,P11_Normal,Normal,all_cells,epithelial_progenitor_like,2289,0.3719989019991948
GSM9237928,P11_Normal,Normal,all_cells,spp1_macrophage,2289,0.2506991904460161
GSM9237928,P11_Normal,Normal,all_cells,c1q_macrophage,2289,0.1652599576430333
GSM9237928,P11_Normal,Normal,all_cells,inflammatory_macrophage,2289,0.1861176132671054
GSM9237928,P11_Normal,Normal,all_cells,refined_epithelial_progenitor_like,2289,0.29997298566538094
GSM9237928,P11_Normal,Normal,all_cells,refined_spp1_macrophage,2289,0.09870997014916308
GSM9237928,P11_Normal,Normal,all_cells,refined_c1q_macrophage,2289,0.16805462928878168
GSM9237928,P11_Normal,Normal,all_cells,refined_inflammatory_macrophage,2289,0.1228855050023521
GSM9237928,P11_Normal,Normal,epithelial,epithelial,713,1.4463157811578309
GSM9237928,P11_Normal,Normal,epithelial,macrophage,713,0.056914008819268294
GSM9237928,P11_Normal,Normal,epithelial,epithelial_progenitor_like,713,0.9456472738364847
GSM9237928,P11_Normal,Normal,epithelial,spp1_macrophage,713,0.3876377300786446
GSM9237928,P11_Normal,Normal,epithelial,c1q_macrophage,713,0.051026744501255814
GSM9237928,P11_Normal,Normal,epithelial,inflammatory_macrophage,713,0.2117099414427922
GSM9237928,P11_Normal,Normal,epithelial,refined_epithelial_progenitor_like,713,0.5723749147007513
GSM9237928,P11_Normal,Normal,epithelial,refined_spp1_macrophage,713,0.1401669361164772
GSM9237928,P11_Normal,Normal,epithelial,refined_c1q_macrophage,713,0.18950049258505505
GSM9237928,P11_Normal,Normal,epithelial,refined_inflammatory_macrophage,713,0.12133427642430925
GSM9237928,P11_Normal,Normal,macrophage,epithelial,121,0.42908917377881917
GSM9237928,P11_Normal,Normal,macrophage,macrophage,121,1.7502097074508816
GSM9237928,P11_Normal,Normal,macrophage,epithelial_progenitor_like,121,0.06984385331257417
GSM9237928,P11_Normal,Normal,macrophage,spp1_macrophage,121,0.7472482897334232
GSM9237928,P11_Normal,Normal,macrophage,c1q_macrophage,121,2.088131850912769
GSM9237928,P11_Normal,Normal,macrophage,inflammatory_macrophage,121,0.2770871187875364
GSM9237928,P11_Normal,Normal,macrophage,refined_epithelial_progenitor_like,121,0.15239706423389027
GSM9237928,P11_Normal,Normal,macrophage,refined_spp1_macrophage,121,0.1047138685403067
GSM9237928,P11_Normal,Normal,macrophage,refined_c1q_macrophage,121,0.6086191481150095
GSM9237928,P11_Normal,Normal,macrophage,refined_inflammatory_macrophage,121,0.19365411045408482
GSM9237929,P11_AAH,AAH,all_cells,epithelial,4317,0.9695875369794134
GSM9237929,P11_AAH,AAH,all_cells,macrophage,4317,0.2590056421878346
GSM9237929,P11_AAH,AAH,all_cells,epithelial_progenitor_like,4317,0.5302851529976582
GSM9237929,P11_AAH,AAH,all_cells,spp1_macrophage,4317,0.405469574821226
GSM9237929,P11_AAH,AAH,all_cells,c1q_macrophage,4317,0.2892807657422933
GSM9237929,P11_AAH,AAH,all_cells,inflammatory_macrophage,4317,0.17998482613189895
GSM9237929,P11_AAH,AAH,all_cells,refined_epithelial_progenitor_like,4317,0.36735394513380865
GSM9237929,P11_AAH,AAH,all_cells,refined_spp1_macrophage,4317,0.12220373709323468
GSM9237929,P11_AAH,AAH,all_cells,refined_c1q_macrophage,4317,0.24154422783317808
GSM9237929,P11_AAH,AAH,all_cells,refined_inflammatory_macrophage,4317,0.1322747804842298
GSM9237929,P11_AAH,AAH,epithelial,epithelial,1620,1.7595935645412206
GSM9237929,P11_AAH,AAH,epithelial,macrophage,1620,0.0697262907545329
GSM9237929,P11_AAH,AAH,epithelial,epithelial_progenitor_like,1620,1.1961966996411364
GSM9237929,P11_AAH,AAH,epithelial,spp1_macrophage,1620,0.5089607653226156
GSM9237929,P11_AAH,AAH,epithelial,c1q_macrophage,1620,0.0716801088788467
GSM9237929,P11_AAH,AAH,epithelial,inflammatory_macrophage,1620,0.18103025407916676
GSM9237929,P11_AAH,AAH,epithelial,refined_epithelial_progenitor_like,1620,0.6752131149389139
GSM9237929,P11_AAH,AAH,epithelial,refined_spp1_macrophage,1620,0.16936155863118604
GSM9237929,P11_AAH,AAH,epithelial,refined_c1q_macrophage,1620,0.24893919549327795
GSM9237929,P11_AAH,AAH,epithelial,refined_inflammatory_macrophage,1620,0.1064891332694717
GSM9237929,P11_AAH,AAH,macrophage,epithelial,372,0.48647362410233863
GSM9237929,P11_AAH,AAH,macrophage,macrophage,372,2.11709841885463
GSM9237929,P11_AAH,AAH,macrophage,epithelial_progenitor_like,372,0.09603252407248923
GSM9237929,P11_AAH,AAH,macrophage,spp1_macrophage,372,1.1789184697348842
GSM9237929,P11_AAH,AAH,macrophage,c1q_macrophage,372,2.4696764329482543
GSM9237929,P11_AAH,AAH,macrophage,inflammatory_macrophage,372,0.2623112589665609
GSM9237929,P11_AAH,AAH,macrophage,refined_epithelial_progenitor_like,372,0.1792172765235387
GSM9237929,P11_AAH,AAH,macrophage,refined_spp1_macrophage,372,0.16646048681745806
GSM9237929,P11_AAH,AAH,macrophage,refined_c1q_macrophage,372,0.8454662703216874
GSM9237929,P11_AAH,AAH,macrophage,refined_inflammatory_macrophage,372,0.20292214389562235
GSM9237930,P11_LUAD,LUAD,all_cells,epithelial,12444,0.6390801301312751
