accession,filename,url,local_path
GSE189487,GSE189487_RAW.tar,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE189nnn/GSE189487/suppl/GSE189487_RAW.tar,D:\空间转录\luad_epithelial_macrophage_niche\data\raw\GSE189487\GSE189487_RAW.tar
