observed_fraction,null_mean,null_sd,enrichment_delta,empirical_p_greater,empirical_p_less,n_permutations,radius,status,sample,sample_name,stage,source,target,quantile,radius_multiplier,n_spots,n_source_high,n_target_high,n_overlap_high,overlap_fraction_of_source,target_to_source_fraction,axis_id,axis_label,evidence_type,gene_panel,genes,patient_id,phase
0.3536945812807882,0.409911330049261,0.0087724880895325,-0.0562167487684728,1.0,0.0099009900990099,100,395.2176615486712,ok,GSM9226189,P10_MIA,MIA,epithelial_progenitor_like,spp1_trem2_macrophage_epithelial_source,0.75,1.0,12180,3045,3045,815,0.2676518883415435,0.3569786535303776,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",P10,late
0.4998357963875205,0.4110738916256157,0.0103309917419051,0.0887619047619048,0.0099009900990099,1.0,100,395.2176615486712,ok,GSM9226189,P10_MIA,MIA,epithelial_progenitor_like,spp1_trem2_macrophage_epithelial_target,0.75,1.0,12180,3045,3045,1169,0.3839080459770115,0.477504105090312,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,target_near_epithelial_progenitor,target,"CD44,ITGAV,ITGB1,ITGA5",P10,late
0.373727422003284,0.4102922824302134,0.0079349765943755,-0.0365648604269293,1.0,0.0099009900990099,100,395.2176615486712,ok,GSM9226189,P10_MIA,MIA,epithelial_progenitor_like,inflammatory_il1_tnf_cxcl8_source,0.75,1.0,12180,3045,3045,765,0.2512315270935961,0.3402298850574712,inflammatory_il1_tnf_cxcl8,IL1B/TNF/CXCL8 inflammatory myeloid program,source_near_epithelial_progenitor,source,"IL1B,TNF,CXCL8,CCL3,CCL4,NLRP3",P10,late
0.4765188834154351,0.4109622331691296,0.0095675516080018,0.0655566502463054,0.0099009900990099,1.0,100,395.2176615486712,ok,GSM9226189,P10_MIA,MIA,epithelial_progenitor_like,inflammatory_il1_tnf_cxcl8_target,0.75,1.0,12180,3045,3045,1075,0.3530377668308703,0.4417077175697865,inflammatory_il1_tnf_cxcl8,IL1B/TNF/CXCL8 inflammatory myeloid program,target_near_epithelial_progenitor,target,"IL1R1,IL1RAP,NFKBIA",P10,late
0.3520525451559934,0.408591133004926,0.0083074262753339,-0.0565385878489325,1.0,0.0099009900990099,100,395.2176615486712,ok,GSM9226189,P10_MIA,MIA,epithelial_progenitor_like,c1q_apoe_trem2_lgals3_source,0.75,1.0,12180,3045,3045,798,0.2620689655172414,0.3504105090311987,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,source_near_epithelial_progenitor,source,"C1QA,C1QB,C1QC,APOE,TREM2,LGALS3,MARCO",P10,late
0.4919540229885057,0.4104006568144499,0.0088052952785679,0.0815533661740558,0.0099009900990099,1.0,100,395.2176615486712,ok,GSM9226189,P10_MIA,MIA,epithelial_progenitor_like,c1q_apoe_trem2_lgals3_target,0.75,1.0,12180,3045,3045,1105,0.3628899835796387,0.4640394088669951,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,target_near_epithelial_progenitor,target,"LRP1,TREM2,CD44",P10,late
0.315927750410509,0.2656748768472906,0.0088559897351286,0.0502528735632183,0.0099009900990099,1.0,100,395.2176615486712,ok,GSM9226189,P10_MIA,MIA,epithelial_progenitor_like,mif_cd74_cxcr4_source,0.75,1.0,12180,3045,1858,622,0.2042692939244663,0.4354144241119483,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,P10,late
0.4689655172413793,0.4104302134646961,0.0088233481993111,0.0585353037766831,0.0099009900990099,1.0,100,395.2176615486712,ok,GSM9226189,P10_MIA,MIA,epithelial_progenitor_like,mif_cd74_cxcr4_target,0.75,1.0,12180,3045,3045,1100,0.361247947454844,0.4532019704433497,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",P10,late
0.1054187192118226,0.107911330049261,0.0062137729538846,-0.0024926108374384,0.6534653465346535,0.396039603960396,100,395.2176615486712,ok,GSM9226189,P10_MIA,MIA,epithelial_progenitor_like,cxcl9_cxcl10_cxcr3_source,0.75,1.0,12180,3045,711,204,0.0669950738916256,0.379746835443038,cxcl9_cxcl10_cxcr3,CXCL9/CXCL10-CXCR3 interferon chemokine axis,source_near_epithelial_progenitor,source,"CXCL9,CXCL10",P10,late
0.0492610837438423,0.0493858784893267,0.0037198346692419,-0.0001247947454844,0.5445544554455446,0.4752475247524752,100,395.2176615486712,ok,GSM9226189,P10_MIA,MIA,epithelial_progenitor_like,cxcl9_cxcl10_cxcr3_target,0.75,1.0,12180,3045,321,78,0.025615763546798,0.3644859813084112,cxcl9_cxcl10_cxcr3,CXCL9/CXCL10-CXCR3 interferon chemokine axis,target_near_epithelial_progenitor,target,CXCR3,P10,late
0.5523426061493412,0.3578147877013177,0.008827093729508,0.1945278184480234,0.0099009900990099,1.0,100,395.4250877220615,ok,GSM9226191,P11_AAH,AAH,epithelial_progenitor_like,spp1_trem2_macrophage_epithelial_source,0.75,1.0,10928,2732,2732,1338,0.4897510980966325,0.5585651537335286,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",P11,precursor
0.5830893118594437,0.3565336749633968,0.0089031174022199,0.2265556368960468,0.0099009900990099,1.0,100,395.4250877220615,ok,GSM9226191,P11_AAH,AAH,epithelial_progenitor_like,spp1_trem2_macrophage_epithelial_target,0.75,1.0,10928,2732,2732,1395,0.510614934114202,0.5808931185944363,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,target_near_epithelial_progenitor,target,"CD44,ITGAV,ITGB1,ITGA5",P11,precursor
0.4333821376281113,0.3577489019033675,0.0086955315429115,0.0756332357247437,0.0099009900990099,1.0,100,395.4250877220615,ok,GSM9226191,P11_AAH,AAH,epithelial_progenitor_like,inflammatory_il1_tnf_cxcl8_source,0.75,1.0,10928,2732,2732,901,0.3297950219619326,0.3953147877013177,inflammatory_il1_tnf_cxcl8,IL1B/TNF/CXCL8 inflammatory myeloid program,source_near_epithelial_progenitor,source,"IL1B,TNF,CXCL8,CCL3,CCL4,NLRP3",P11,precursor
0.5519765739385066,0.3591691068814056,0.0098202107361412,0.192807467057101,0.0099009900990099,1.0,100,395.4250877220615,ok,GSM9226191,P11_AAH,AAH,epithelial_progenitor_like,inflammatory_il1_tnf_cxcl8_target,0.75,1.0,10928,2732,2732,1241,0.4542459736456808,0.5234260614934114,inflammatory_il1_tnf_cxcl8,IL1B/TNF/CXCL8 inflammatory myeloid program,target_near_epithelial_progenitor,target,"IL1R1,IL1RAP,NFKBIA",P11,precursor
0.5208638360175696,0.3598352855051244,0.0080253112918189,0.1610285505124451,0.0099009900990099,1.0,100,395.4250877220615,ok,GSM9226191,P11_AAH,AAH,epithelial_progenitor_like,c1q_apoe_trem2_lgals3_source,0.75,1.0,10928,2732,2732,1255,0.4593704245973645,0.530380673499268,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,source_near_epithelial_progenitor,source,"C1QA,C1QB,C1QC,APOE,TREM2,LGALS3,MARCO",P11,precursor
0.5640556368960469,0.3596559297218155,0.009003003539326,0.2043997071742313,0.0099009900990099,1.0,100,395.4250877220615,ok,GSM9226191,P11_AAH,AAH,epithelial_progenitor_like,c1q_apoe_trem2_lgals3_target,0.75,1.0,10928,2732,2732,1358,0.4970717423133236,0.5629575402635432,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,target_near_epithelial_progenitor,target,"LRP1,TREM2,CD44",P11,precursor
0.3173499267935578,0.179015373352855,0.0071625895550548,0.1383345534407027,0.0099009900990099,1.0,100,395.4250877220615,ok,GSM9226191,P11_AAH,AAH,epithelial_progenitor_like,mif_cd74_cxcr4_source,0.75,1.0,10928,2732,1294,630,0.2306002928257686,0.5494590417310664,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,P11,precursor
0.5889458272327965,0.3583565153733529,0.0083660025379508,0.2305893118594436,0.0099009900990099,1.0,100,395.4250877220615,ok,GSM9226191,P11_AAH,AAH,epithelial_progenitor_like,mif_cd74_cxcr4_target,0.75,1.0,10928,2732,2732,1462,0.5351390922401171,0.6017569546120058,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",P11,precursor
0.0977306002928257,0.0761749633967789,0.0051617883351713,0.0215556368960468,0.0099009900990099,1.0,100,395.4250877220615,ok,GSM9226191,P11_AAH,AAH,epithelial_progenitor_like,cxcl9_cxcl10_cxcr3_source,0.75,1.0,10928,2732,538,183,0.0669838945827232,0.4089219330855018,cxcl9_cxcl10_cxcr3,CXCL9/CXCL10-CXCR3 interferon chemokine axis,source_near_epithelial_progenitor,source,"CXCL9,CXCL10",P11,precursor
0.0695461200585651,0.0446303074670571,0.0039451203619057,0.024915812591508,0.0099009900990099,1.0,100,395.4250877220615,ok,GSM9226191,P11_AAH,AAH,epithelial_progenitor_like,cxcl9_cxcl10_cxcr3_target,0.75,1.0,10928,2732,309,125,0.0457540263543191,0.4886731391585761,cxcl9_cxcl10_cxcr3,CXCL9/CXCL10-CXCR3 interferon chemokine axis,target_near_epithelial_progenitor,target,CXCR3,P11,precursor
0.4438792811122414,0.4832587317734825,0.0104408787997255,-0.0393794506612411,1.0,0.0099009900990099,100,395.5477215204254,ok,GSM9226192,P11_LUAD,LUAD,epithelial_progenitor_like,spp1_trem2_macrophage_epithelial_source,0.75,1.0,11794,2949,2949,1086,0.3682604272634791,0.4476093591047813,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",P11,late
0.628009494743981,0.4828179043743643,0.0102858094757665,0.1451915903696167,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226192,P11_LUAD,LUAD,epithelial_progenitor_like,spp1_trem2_macrophage_epithelial_target,0.75,1.0,11794,2949,2949,1561,0.529331976941336,0.6137673787724652,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,target_near_epithelial_progenitor,target,"CD44,ITGAV,ITGB1,ITGA5",P11,late
0.6778569006442862,0.4826958290946084,0.0090766459620335,0.1951610715496777,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226192,P11_LUAD,LUAD,epithelial_progenitor_like,inflammatory_il1_tnf_cxcl8_source,0.75,1.0,11794,2949,2949,1404,0.4760935910478128,0.5879959308240081,inflammatory_il1_tnf_cxcl8,IL1B/TNF/CXCL8 inflammatory myeloid program,source_near_epithelial_progenitor,source,"IL1B,TNF,CXCL8,CCL3,CCL4,NLRP3",P11,late
0.6998982706002035,0.4828348592743303,0.0103184175206309,0.2170634113258732,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226192,P11_LUAD,LUAD,epithelial_progenitor_like,inflammatory_il1_tnf_cxcl8_target,0.75,1.0,11794,2949,2949,1574,0.5337402509325195,0.6290267887419464,inflammatory_il1_tnf_cxcl8,IL1B/TNF/CXCL8 inflammatory myeloid program,target_near_epithelial_progenitor,target,"IL1R1,IL1RAP,NFKBIA",P11,late
0.4591386910817226,0.4842387249915226,0.0100841794777308,-0.0251000339097999,1.0,0.0099009900990099,100,395.5477215204254,ok,GSM9226192,P11_LUAD,LUAD,epithelial_progenitor_like,c1q_apoe_trem2_lgals3_source,0.75,1.0,11794,2949,2949,1134,0.3845371312309257,0.4625296710749406,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,source_near_epithelial_progenitor,source,"C1QA,C1QB,C1QC,APOE,TREM2,LGALS3,MARCO",P11,late
0.5530688368938623,0.4808307900983384,0.0108512917182119,0.0722380467955238,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226192,P11_LUAD,LUAD,epithelial_progenitor_like,c1q_apoe_trem2_lgals3_target,0.75,1.0,11794,2949,2949,1216,0.4123431671753136,0.4927093930145812,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,target_near_epithelial_progenitor,target,"LRP1,TREM2,CD44",P11,late
0.595116988809766,0.4219192946761614,0.0111960055625917,0.1731976941336046,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226192,P11_LUAD,LUAD,epithelial_progenitor_like,mif_cd74_cxcr4_source,0.75,1.0,11794,2949,2502,1215,0.4120040691759918,0.5795363709032774,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,P11,late
0.5300101729399797,0.4816615801966768,0.012449107405186,0.0483485927433028,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226192,P11_LUAD,LUAD,epithelial_progenitor_like,mif_cd74_cxcr4_target,0.75,1.0,11794,2949,2949,1351,0.4581213970837572,0.5418786029162428,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",P11,late
0.5286537809426924,0.4832044760935911,0.0106794207072979,0.0454493048491013,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226192,P11_LUAD,LUAD,epithelial_progenitor_like,cxcl9_cxcl10_cxcr3_source,0.75,1.0,11794,2949,2949,1241,0.4208206171583588,0.5062733129874534,cxcl9_cxcl10_cxcr3,CXCL9/CXCL10-CXCR3 interferon chemokine axis,source_near_epithelial_progenitor,source,"CXCL9,CXCL10",P11,late
0.2987453374025093,0.2648253645303492,0.0089691590787088,0.03391997287216,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226192,P11_LUAD,LUAD,epithelial_progenitor_like,cxcl9_cxcl10_cxcr3_target,0.75,1.0,11794,2949,1472,450,0.1525940996948118,0.3845108695652174,cxcl9_cxcl10_cxcr3,CXCL9/CXCL10-CXCR3 interferon chemokine axis,target_near_epithelial_progenitor,target,CXCR3,P11,late
0.638236240746701,0.435619568715803,0.0088571364106245,0.202616672030898,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,spp1_trem2_macrophage_epithelial_source,0.75,1.0,12427,3107,3107,1555,0.5004827808175089,0.6089475378178307,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",P12,precursor
0.7267460572899903,0.4362825877051818,0.0087823942205685,0.2904634695848085,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,spp1_trem2_macrophage_epithelial_target,0.75,1.0,12427,3107,3107,1865,0.6002574831026714,0.6942388155777277,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,target_near_epithelial_progenitor,target,"CD44,ITGAV,ITGB1,ITGA5",P12,precursor
0.5580946250402318,0.4344769874476987,0.0113914468611298,0.123617637592533,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,inflammatory_il1_tnf_cxcl8_source,0.75,1.0,12427,3107,3107,1187,0.3820405535886707,0.4750563244287094,inflammatory_il1_tnf_cxcl8,IL1B/TNF/CXCL8 inflammatory myeloid program,source_near_epithelial_progenitor,source,"IL1B,TNF,CXCL8,CCL3,CCL4,NLRP3",P12,precursor
0.702928870292887,0.4338815577727712,0.010855212391015,0.2690473125201157,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,inflammatory_il1_tnf_cxcl8_target,0.75,1.0,12427,3107,3107,1719,0.5532668168651432,0.6417766334084326,inflammatory_il1_tnf_cxcl8,IL1B/TNF/CXCL8 inflammatory myeloid program,target_near_epithelial_progenitor,target,"IL1R1,IL1RAP,NFKBIA",P12,precursor
0.5558416478918571,0.4343739942066301,0.0102391052444507,0.1214676536852269,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,c1q_apoe_trem2_lgals3_source,0.75,1.0,12427,3107,3107,1327,0.4271000965561635,0.5400708078532346,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,source_near_epithelial_progenitor,source,"C1QA,C1QB,C1QC,APOE,TREM2,LGALS3,MARCO",P12,precursor
0.6842613453492115,0.4357901512713228,0.0084724602126123,0.2484711940778886,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,c1q_apoe_trem2_lgals3_target,0.75,1.0,12427,3107,3107,1684,0.54200193112327,0.643707756678468,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,target_near_epithelial_progenitor,target,"LRP1,TREM2,CD44",P12,precursor
0.5925329900225298,0.3568554876086257,0.0102016725783632,0.2356775024139041,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,mif_cd74_cxcr4_source,0.75,1.0,12427,3107,2466,1260,0.4055358867074348,0.6224655312246553,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,P12,precursor
0.7434824589636305,0.4358545220469907,0.009450130888401,0.3076279369166398,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,mif_cd74_cxcr4_target,0.75,1.0,12427,3107,3107,2064,0.664306404892179,0.762149983907306,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,target_near_epithelial_progenitor,target,"CD74,CXCR4,CD44",P12,precursor
0.3295783714193756,0.2434052140328291,0.0082065401476515,0.0861731573865465,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,cxcl9_cxcl10_cxcr3_source,0.75,1.0,12427,3107,1624,663,0.2133891213389121,0.5258620689655172,cxcl9_cxcl10_cxcr3,CXCL9/CXCL10-CXCR3 interferon chemokine axis,source_near_epithelial_progenitor,source,"CXCL9,CXCL10",P12,precursor
0.1486964917927261,0.0844705503701319,0.0055745553855961,0.0642259414225941,0.0099009900990099,1.0,100,395.5477215204254,ok,GSM9226193,P12_AIS,AIS,epithelial_progenitor_like,cxcl9_cxcl10_cxcr3_target,0.75,1.0,12427,3107,529,258,0.0830383006115223,0.5784499054820416,cxcl9_cxcl10_cxcr3,CXCL9/CXCL10-CXCR3 interferon chemokine axis,target_near_epithelial_progenitor,target,CXCR3,P12,precursor
0.5674379232505643,0.3862612866817155,0.0077213298313177,0.1811766365688487,0.0099009900990099,1.0,100,395.8307719215372,ok,GSM9226194,P12_LUAD,LUAD,epithelial_progenitor_like,spp1_trem2_macrophage_epithelial_source,0.75,1.0,14177,3544,3544,1615,0.4556997742663657,0.5338600451467269,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,source_near_epithelial_progenitor,source,"SPP1,TREM2,PLA2G7,CHIT1,APOE,LGALS3",P12,late
0.7110609480812641,0.3870767494356659,0.0080558117963104,0.3239841986455981,0.0099009900990099,1.0,100,395.8307719215372,ok,GSM9226194,P12_LUAD,LUAD,epithelial_progenitor_like,spp1_trem2_macrophage_epithelial_target,0.75,1.0,14177,3544,3544,2203,0.6216139954853274,0.6729683972911964,spp1_trem2_macrophage_epithelial,SPP1/TREM2 macrophage program to epithelial-matrix receptors,target_near_epithelial_progenitor,target,"CD44,ITGAV,ITGB1,ITGA5",P12,late
0.4771444695259593,0.3869328442437922,0.0086550086684122,0.0902116252821671,0.0099009900990099,1.0,100,395.8307719215372,ok,GSM9226194,P12_LUAD,LUAD,epithelial_progenitor_like,inflammatory_il1_tnf_cxcl8_source,0.75,1.0,14177,3544,3544,1249,0.3524266365688487,0.4105530474040632,inflammatory_il1_tnf_cxcl8,IL1B/TNF/CXCL8 inflammatory myeloid program,source_near_epithelial_progenitor,source,"IL1B,TNF,CXCL8,CCL3,CCL4,NLRP3",P12,late
0.6111738148984198,0.3878893905191873,0.0087857434883946,0.2232844243792324,0.0099009900990099,1.0,100,395.8307719215372,ok,GSM9226194,P12_LUAD,LUAD,epithelial_progenitor_like,inflammatory_il1_tnf_cxcl8_target,0.75,1.0,14177,3544,3544,1769,0.4991534988713318,0.536117381489842,inflammatory_il1_tnf_cxcl8,IL1B/TNF/CXCL8 inflammatory myeloid program,target_near_epithelial_progenitor,target,"IL1R1,IL1RAP,NFKBIA",P12,late
0.5152370203160271,0.386357223476298,0.0096100435133466,0.1288797968397291,0.0099009900990099,1.0,100,395.8307719215372,ok,GSM9226194,P12_LUAD,LUAD,epithelial_progenitor_like,c1q_apoe_trem2_lgals3_source,0.75,1.0,14177,3544,3544,1446,0.4080135440180586,0.4830699774266365,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,source_near_epithelial_progenitor,source,"C1QA,C1QB,C1QC,APOE,TREM2,LGALS3,MARCO",P12,late
0.6915914221218962,0.3861907449209932,0.0082115628960473,0.3054006772009029,0.0099009900990099,1.0,100,395.8307719215372,ok,GSM9226194,P12_LUAD,LUAD,epithelial_progenitor_like,c1q_apoe_trem2_lgals3_target,0.75,1.0,14177,3544,3544,2123,0.5990406320541761,0.6523702031602708,c1q_apoe_trem2_lgals3,C1Q/APOE/TREM2/LGALS3 immunoregulatory macrophage program,target_near_epithelial_progenitor,target,"LRP1,TREM2,CD44",P12,late
0.6419300225733634,0.3743566591422123,0.0091964124008325,0.2675733634311511,0.0099009900990099,1.0,100,395.8307719215372,ok,GSM9226194,P12_LUAD,LUAD,epithelial_progenitor_like,mif_cd74_cxcr4_source,0.75,1.0,14177,3544,3405,1774,0.5005643340857788,0.5832599118942732,mif_cd74_cxcr4,MIF-CD74/CXCR4 stress-immunoregulatory axis,source_near_epithelial_progenitor,source,MIF,P12,late
