Sample_Origin,Cell_type.refined,n_cells,mean_expression,median_expression,gene
mBrain,B lymphocytes,1311,0.030210394,0.0,NUSAP1
mBrain,Endothelial cells,159,0.035616104,0.0,NUSAP1
mBrain,Epithelial cells,15463,0.08732269,0.0,NUSAP1
mBrain,Fibroblasts,444,0.05411197,0.0,NUSAP1
mBrain,MAST cells,508,0.005457852,0.0,NUSAP1
mBrain,Myeloid cells,5657,0.052985832,0.0,NUSAP1
mBrain,T/NK cells,2683,0.03612521,0.0,NUSAP1
mBrain,,2835,0.016949357,0.0,NUSAP1
mLN,B lymphocytes,6062,0.053848594,0.0,NUSAP1
mLN,Epithelial cells,3053,0.14538643,0.0,NUSAP1
mLN,Myeloid cells,5442,0.083966136,0.0,NUSAP1
mLN,T/NK cells,5069,0.03387405,0.0,NUSAP1
mLN,,1819,0.04761305,0.0,NUSAP1
nLN,B lymphocytes,10584,0.021263357,0.0,NUSAP1
nLN,Myeloid cells,1288,0.035571225,0.0,NUSAP1
nLN,T/NK cells,19478,0.009840005,0.0,NUSAP1
nLN,,6096,0.012564369,0.0,NUSAP1
nLung,B lymphocytes,634,0.008292579,0.0,NUSAP1
nLung,Endothelial cells,1295,0.0016057463,0.0,NUSAP1
nLung,Epithelial cells,3703,0.014416557,0.0,NUSAP1
nLung,Fibroblasts,1585,0.005419369,0.0,NUSAP1
nLung,MAST cells,1079,0.0064239777,0.0,NUSAP1
nLung,Myeloid cells,16672,0.048273068,0.0,NUSAP1
nLung,T/NK cells,11413,0.018493522,0.0,NUSAP1
nLung,,6614,0.011158808,0.0,NUSAP1
tL/B,B lymphocytes,469,0.011024486,0.0,NUSAP1
tL/B,Epithelial cells,6582,0.15204515,0.0,NUSAP1
tL/B,Myeloid cells,1329,0.042384878,0.0,NUSAP1
tL/B,T/NK cells,2627,0.031127105,0.0,NUSAP1
tL/B,,963,0.010308623,0.0,NUSAP1
tLung,B lymphocytes,5312,0.026318165,0.0,NUSAP1
tLung,Endothelial cells,627,0.0150181465,0.0,NUSAP1
tLung,Epithelial cells,7270,0.06116293,0.0,NUSAP1
tLung,Fibroblasts,1654,0.0062470795,0.0,NUSAP1
tLung,MAST cells,1809,0.009346305,0.0,NUSAP1
tLung,Myeloid cells,8794,0.054421578,0.0,NUSAP1
tLung,T/NK cells,13941,0.042405374,0.0,NUSAP1
tLung,,5742,0.026779916,0.0,NUSAP1
PE,B lymphocytes,3285,0.048757967,0.0,TMEM106C
PE,Epithelial cells,396,0.69055027,0.6931472,TMEM106C
PE,Myeloid cells,3063,0.05550603,0.0,TMEM106C
PE,T/NK cells,9192,0.05984968,0.0,TMEM106C
PE,,4368,0.049114894,0.0,TMEM106C
mBrain,B lymphocytes,1311,0.07509345,0.0,TMEM106C
mBrain,Endothelial cells,159,0.13027754,0.0,TMEM106C
mBrain,Epithelial cells,15463,0.5475402,0.0,TMEM106C
mBrain,Fibroblasts,444,0.23028883,0.0,TMEM106C
mBrain,MAST cells,508,0.040367585,0.0,TMEM106C
mBrain,Myeloid cells,5657,0.09366796,0.0,TMEM106C
mBrain,T/NK cells,2683,0.06297952,0.0,TMEM106C
mBrain,,2835,0.048525378,0.0,TMEM106C
mLN,B lymphocytes,6062,0.061656255,0.0,TMEM106C
mLN,Epithelial cells,3053,0.69460684,0.6931472,TMEM106C
mLN,Myeloid cells,5442,0.118938416,0.0,TMEM106C
mLN,T/NK cells,5069,0.07231609,0.0,TMEM106C
mLN,,1819,0.08416396,0.0,TMEM106C
nLN,B lymphocytes,10584,0.042234834,0.0,TMEM106C
nLN,Myeloid cells,1288,0.083404854,0.0,TMEM106C
nLN,T/NK cells,19478,0.044475805,0.0,TMEM106C
nLN,,6096,0.03724337,0.0,TMEM106C
nLung,B lymphocytes,634,0.026424788,0.0,TMEM106C
nLung,Endothelial cells,1295,0.029973932,0.0,TMEM106C
nLung,Epithelial cells,3703,0.114598475,0.0,TMEM106C
nLung,Fibroblasts,1585,0.21984777,0.0,TMEM106C
nLung,MAST cells,1079,0.031417675,0.0,TMEM106C
nLung,Myeloid cells,16672,0.09754174,0.0,TMEM106C
nLung,T/NK cells,11413,0.04539663,0.0,TMEM106C
nLung,,6614,0.042543173,0.0,TMEM106C
tL/B,B lymphocytes,469,0.038288463,0.0,TMEM106C
tL/B,Epithelial cells,6582,0.5262984,0.0,TMEM106C
tL/B,Myeloid cells,1329,0.07677064,0.0,TMEM106C
tL/B,T/NK cells,2627,0.07583593,0.0,TMEM106C
tL/B,,963,0.048823833,0.0,TMEM106C
tLung,B lymphocytes,5312,0.04713681,0.0,TMEM106C
tLung,Endothelial cells,627,0.06205791,0.0,TMEM106C
tLung,Epithelial cells,7270,0.30490407,0.0,TMEM106C
tLung,Fibroblasts,1654,0.15465578,0.0,TMEM106C
tLung,MAST cells,1809,0.02165262,0.0,TMEM106C
tLung,Myeloid cells,8794,0.08590932,0.0,TMEM106C
tLung,T/NK cells,13941,0.053020548,0.0,TMEM106C
tLung,,5742,0.04337669,0.0,TMEM106C
PE,B lymphocytes,3285,0.7668993,0.6931472,HMGN2
PE,Epithelial cells,396,1.9478003,2.0794415,HMGN2
PE,Myeloid cells,3063,1.2344177,1.3862944,HMGN2
PE,T/NK cells,9192,0.7343049,0.6931472,HMGN2
PE,,4368,0.69107544,0.6931472,HMGN2
mBrain,B lymphocytes,1311,0.4741239,0.0,HMGN2
mBrain,Endothelial cells,159,0.83934224,0.6931472,HMGN2
mBrain,Epithelial cells,15463,1.1485882,1.0986123,HMGN2
mBrain,Fibroblasts,444,1.1593491,1.0986123,HMGN2
mBrain,MAST cells,508,0.7022471,0.6931472,HMGN2
mBrain,Myeloid cells,5657,0.89954025,0.6931472,HMGN2
mBrain,T/NK cells,2683,0.54512703,0.6931472,HMGN2
mBrain,,2835,0.56706524,0.6931472,HMGN2
mLN,B lymphocytes,6062,0.7569575,0.6931472,HMGN2
mLN,Epithelial cells,3053,1.6078969,1.609438,HMGN2
mLN,Myeloid cells,5442,1.1599045,1.0986123,HMGN2
mLN,T/NK cells,5069,0.64615697,0.6931472,HMGN2
mLN,,1819,0.6088384,0.6931472,HMGN2
nLN,B lymphocytes,10584,0.61948997,0.6931472,HMGN2
nLN,Myeloid cells,1288,1.002866,1.0986123,HMGN2
nLN,T/NK cells,19478,0.5310161,0.6931472,HMGN2
nLN,,6096,0.4734086,0.6931472,HMGN2
nLung,B lymphocytes,634,0.62103087,0.6931472,HMGN2
nLung,Endothelial cells,1295,0.4850684,0.0,HMGN2
nLung,Epithelial cells,3703,0.9739262,1.0986123,HMGN2
nLung,Fibroblasts,1585,1.0187199,1.0986123,HMGN2
nLung,MAST cells,1079,0.54503435,0.6931472,HMGN2
nLung,Myeloid cells,16672,1.4973302,1.609438,HMGN2
nLung,T/NK cells,11413,0.47456554,0.6931472,HMGN2
nLung,,6614,0.43816507,0.0,HMGN2
tL/B,B lymphocytes,469,0.58467877,0.6931472,HMGN2
tL/B,Epithelial cells,6582,1.1166096,1.0986123,HMGN2
tL/B,Myeloid cells,1329,0.93618876,0.6931472,HMGN2
tL/B,T/NK cells,2627,0.5927899,0.6931472,HMGN2
tL/B,,963,0.49341643,0.6931472,HMGN2
tLung,B lymphocytes,5312,0.59385437,0.6931472,HMGN2
tLung,Endothelial cells,627,0.56319344,0.6931472,HMGN2
tLung,Epithelial cells,7270,1.1540395,1.0986123,HMGN2
tLung,Fibroblasts,1654,1.1352946,1.0986123,HMGN2
tLung,MAST cells,1809,0.6093026,0.6931472,HMGN2
tLung,Myeloid cells,8794,1.2071166,1.0986123,HMGN2
tLung,T/NK cells,13941,0.5163386,0.6931472,HMGN2
tLung,,5742,0.42870766,0.0,HMGN2
PE,B lymphocytes,3285,0.22971818,0.0,DUT
PE,Epithelial cells,396,1.0875746,1.0986123,DUT
PE,Myeloid cells,3063,0.32725298,0.0,DUT
PE,T/NK cells,9192,0.25233343,0.0,DUT
PE,,4368,0.24044037,0.0,DUT
mBrain,B lymphocytes,1311,0.2040026,0.0,DUT
mBrain,Endothelial cells,159,0.6414777,0.6931472,DUT
mBrain,Epithelial cells,15463,0.65835875,0.6931472,DUT
mBrain,Fibroblasts,444,0.7544685,0.6931472,DUT
mBrain,MAST cells,508,0.22928312,0.0,DUT
mBrain,Myeloid cells,5657,0.32864562,0.0,DUT
mBrain,T/NK cells,2683,0.21348457,0.0,DUT
mBrain,,2835,0.24249677,0.0,DUT
mLN,B lymphocytes,6062,0.27428716,0.0,DUT
mLN,Epithelial cells,3053,0.7364862,0.6931472,DUT
mLN,Myeloid cells,5442,0.4011732,0.0,DUT
mLN,T/NK cells,5069,0.24943817,0.0,DUT
mLN,,1819,0.26319888,0.0,DUT
nLN,B lymphocytes,10584,0.2502256,0.0,DUT
nLN,Myeloid cells,1288,0.42962965,0.0,DUT
nLN,T/NK cells,19478,0.2355091,0.0,DUT
nLN,,6096,0.2099221,0.0,DUT
nLung,B lymphocytes,634,0.20729667,0.0,DUT
nLung,Endothelial cells,1295,0.39347795,0.0,DUT
nLung,Epithelial cells,3703,0.4138729,0.0,DUT
nLung,Fibroblasts,1585,0.47373608,0.6931472,DUT
nLung,MAST cells,1079,0.20515478,0.0,DUT
nLung,Myeloid cells,16672,0.601843,0.6931472,DUT
nLung,T/NK cells,11413,0.17798676,0.0,DUT
nLung,,6614,0.16862322,0.0,DUT
tL/B,B lymphocytes,469,0.24422723,0.0,DUT
tL/B,Epithelial cells,6582,0.8058596,0.6931472,DUT
tL/B,Myeloid cells,1329,0.31872562,0.0,DUT
tL/B,T/NK cells,2627,0.26223356,0.0,DUT
tL/B,,963,0.20044954,0.0,DUT
tLung,B lymphocytes,5312,0.20569578,0.0,DUT
tLung,Endothelial cells,627,0.49672186,0.6931472,DUT
tLung,Epithelial cells,7270,0.5233005,0.6931472,DUT
tLung,Fibroblasts,1654,0.59893,0.6931472,DUT
tLung,MAST cells,1809,0.2074869,0.0,DUT
tLung,Myeloid cells,8794,0.42528653,0.0,DUT
tLung,T/NK cells,13941,0.21536501,0.0,DUT
tLung,,5742,0.18619256,0.0,DUT
PE,B lymphocytes,3285,0.0010550185,0.0,CHI3L1
PE,Epithelial cells,396,0.40236366,0.0,CHI3L1
PE,Myeloid cells,3063,0.0035268278,0.0,CHI3L1
PE,T/NK cells,9192,0.0018097837,0.0,CHI3L1
PE,,4368,0.0011108128,0.0,CHI3L1
mBrain,B lymphocytes,1311,0.0037010147,0.0,CHI3L1
mBrain,Endothelial cells,159,0.008718832,0.0,CHI3L1
mBrain,Epithelial cells,15463,0.13178737,0.0,CHI3L1
mBrain,Fibroblasts,444,0.0461609,0.0,CHI3L1
mBrain,MAST cells,508,0.0,0.0,CHI3L1
mBrain,Myeloid cells,5657,0.036439613,0.0,CHI3L1
mBrain,T/NK cells,2683,0.0010333912,0.0,CHI3L1
mBrain,,2835,0.0049794917,0.0,CHI3L1
mLN,B lymphocytes,6062,0.0048692916,0.0,CHI3L1
mLN,Epithelial cells,3053,1.2874702,0.6931472,CHI3L1
mLN,Myeloid cells,5442,0.12197647,0.0,CHI3L1
mLN,T/NK cells,5069,0.014571799,0.0,CHI3L1
mLN,,1819,0.02734288,0.0,CHI3L1
nLN,B lymphocytes,10584,0.0024997522,0.0,CHI3L1
nLN,Myeloid cells,1288,0.18491122,0.0,CHI3L1
nLN,T/NK cells,19478,0.00080371206,0.0,CHI3L1
nLN,,6096,0.00090964197,0.0,CHI3L1
nLung,B lymphocytes,634,0.0,0.0,CHI3L1
nLung,Endothelial cells,1295,0.0016057463,0.0,CHI3L1
nLung,Epithelial cells,3703,0.13265418,0.0,CHI3L1
nLung,Fibroblasts,1585,0.0064525604,0.0,CHI3L1
nLung,MAST cells,1079,0.0012847955,0.0,CHI3L1
nLung,Myeloid cells,16672,0.014435089,0.0,CHI3L1
nLung,T/NK cells,11413,0.0004251319,0.0,CHI3L1
nLung,,6614,0.0015365543,0.0,CHI3L1
tL/B,B lymphocytes,469,0.0029558516,0.0,CHI3L1
tL/B,Epithelial cells,6582,0.039506067,0.0,CHI3L1
tL/B,Myeloid cells,1329,0.014021586,0.0,CHI3L1
tL/B,T/NK cells,2627,0.0013192752,0.0,CHI3L1
tL/B,,963,0.0,0.0,CHI3L1
tLung,B lymphocytes,5312,0.002870715,0.0,CHI3L1
tLung,Endothelial cells,627,0.0088439835,0.0,CHI3L1
tLung,Epithelial cells,7270,0.59244794,0.0,CHI3L1
tLung,Fibroblasts,1654,0.188487,0.0,CHI3L1
tLung,MAST cells,1809,0.0034484935,0.0,CHI3L1
tLung,Myeloid cells,8794,0.10008965,0.0,CHI3L1
tLung,T/NK cells,13941,0.0047318535,0.0,CHI3L1
tLung,,5742,0.0061063785,0.0,CHI3L1
PE,B lymphocytes,3285,0.0014770259,0.0,CHIT1
PE,Epithelial cells,396,0.0,0.0,CHIT1
PE,Myeloid cells,3063,0.00045259367,0.0,CHIT1
PE,T/NK cells,9192,7.5407654e-05,0.0,CHIT1
PE,,4368,0.0012695004,0.0,CHIT1
mBrain,B lymphocytes,1311,0.0034815776,0.0,CHIT1
mBrain,Endothelial cells,159,0.004359416,0.0,CHIT1
mBrain,Epithelial cells,15463,0.0013896115,0.0,CHIT1
mBrain,Fibroblasts,444,0.0031222845,0.0,CHIT1
mBrain,MAST cells,508,0.0,0.0,CHIT1
mBrain,Myeloid cells,5657,0.03970287,0.0,CHIT1
mBrain,T/NK cells,2683,0.0010333912,0.0,CHIT1
mBrain,,2835,0.0012224818,0.0,CHIT1
mLN,B lymphocytes,6062,0.0022868598,0.0,CHIT1
mLN,Epithelial cells,3053,0.004994837,0.0,CHIT1
mLN,Myeloid cells,5442,0.0498957,0.0,CHIT1
mLN,T/NK cells,5069,0.0005469696,0.0,CHIT1
mLN,,1819,0.0011431784,0.0,CHIT1
nLN,B lymphocytes,10584,0.017825715,0.0,CHIT1
nLN,Myeloid cells,1288,0.583505,0.0,CHIT1
nLN,T/NK cells,19478,0.007820232,0.0,CHIT1
nLN,,6096,0.008253291,0.0,CHIT1
nLung,B lymphocytes,634,0.0010932921,0.0,CHIT1
nLung,Endothelial cells,1295,0.0,0.0,CHIT1
nLung,Epithelial cells,3703,0.0009359265,0.0,CHIT1
nLung,Fibroblasts,1585,0.0,0.0,CHIT1
nLung,MAST cells,1079,0.0,0.0,CHIT1
nLung,Myeloid cells,16672,0.0086993165,0.0,CHIT1
nLung,T/NK cells,11413,0.00024293251,0.0,CHIT1
nLung,,6614,0.0001048,0.0,CHIT1
tL/B,B lymphocytes,469,0.0014779258,0.0,CHIT1
tL/B,Epithelial cells,6582,0.0003159285,0.0,CHIT1
tL/B,Myeloid cells,1329,0.007863396,0.0,CHIT1
tL/B,T/NK cells,2627,0.0005277101,0.0,CHIT1
tL/B,,963,0.0,0.0,CHIT1
tLung,B lymphocytes,5312,0.0069379862,0.0,CHIT1
tLung,Endothelial cells,627,0.0022109959,0.0,CHIT1
tLung,Epithelial cells,7270,0.0043373522,0.0,CHIT1
tLung,Fibroblasts,1654,0.0069503146,0.0,CHIT1
tLung,MAST cells,1809,0.0015326637,0.0,CHIT1
tLung,Myeloid cells,8794,0.08380289,0.0,CHIT1
tLung,T/NK cells,13941,0.0028631273,0.0,CHIT1
tLung,,5742,0.0024143057,0.0,CHIT1
PE,B lymphocytes,3285,0.0004220074,0.0,OTOA
PE,Epithelial cells,396,0.0017503717,0.0,OTOA
PE,Myeloid cells,3063,0.03954244,0.0,OTOA
PE,T/NK cells,9192,0.00045244594,0.0,OTOA
PE,,4368,0.0007934377,0.0,OTOA
mBrain,B lymphocytes,1311,0.002643582,0.0,OTOA
mBrain,Endothelial cells,159,0.0,0.0,OTOA
mBrain,Epithelial cells,15463,0.0029213184,0.0,OTOA
mBrain,Fibroblasts,444,0.011841206,0.0,OTOA
mBrain,MAST cells,508,0.004093389,0.0,OTOA
mBrain,Myeloid cells,5657,0.22484852,0.0,OTOA
mBrain,T/NK cells,2683,0.0031001738,0.0,OTOA
mBrain,,2835,0.001955971,0.0,OTOA
mLN,B lymphocytes,6062,0.00091474387,0.0,OTOA
mLN,Epithelial cells,3053,0.005487493,0.0,OTOA
mLN,Myeloid cells,5442,0.14686458,0.0,OTOA
mLN,T/NK cells,5069,0.0010939392,0.0,OTOA
mLN,,1819,0.0015242379,0.0,OTOA
nLN,B lymphocytes,10584,0.0030236726,0.0,OTOA
nLN,Myeloid cells,1288,0.43288845,0.0,OTOA
nLN,T/NK cells,19478,0.0018001244,0.0,OTOA
nLN,,6096,0.0017055786,0.0,OTOA
nLung,B lymphocytes,634,0.0010932921,0.0,OTOA
nLung,Endothelial cells,1295,0.0016057463,0.0,OTOA
nLung,Epithelial cells,3703,0.0032139577,0.0,OTOA
nLung,Fibroblasts,1585,0.0032020025,0.0,OTOA
nLung,MAST cells,1079,0.0038543865,0.0,OTOA
nLung,Myeloid cells,16672,0.094590105,0.0,OTOA
nLung,T/NK cells,11413,0.00097173004,0.0,OTOA
nLung,,6614,0.0012575999,0.0,OTOA
tL/B,B lymphocytes,469,0.0,0.0,OTOA
tL/B,Epithelial cells,6582,0.000631857,0.0,OTOA
tL/B,Myeloid cells,1329,0.095338225,0.0,OTOA
tL/B,T/NK cells,2627,0.0005277101,0.0,OTOA
tL/B,,963,0.000719779,0.0,OTOA
tLung,B lymphocytes,5312,0.0022182798,0.0,OTOA
tLung,Endothelial cells,627,0.0066329874,0.0,OTOA
tLung,Epithelial cells,7270,0.004418203,0.0,OTOA
tLung,Fibroblasts,1654,0.005369913,0.0,OTOA
tLung,MAST cells,1809,0.0019158297,0.0,OTOA
tLung,Myeloid cells,8794,0.24883176,0.0,OTOA
tLung,T/NK cells,13941,0.0018190062,0.0,OTOA
tLung,,5742,0.0009657223,0.0,OTOA
PE,B lymphocytes,3285,0.0012660222,0.0,HAMP
PE,Epithelial cells,396,0.022417633,0.0,HAMP
PE,Myeloid cells,3063,0.18713735,0.0,HAMP
PE,T/NK cells,9192,0.0012065225,0.0,HAMP
PE,,4368,0.0037965695,0.0,HAMP
mBrain,B lymphocytes,1311,0.0037010147,0.0,HAMP
mBrain,Endothelial cells,159,0.0,0.0,HAMP
mBrain,Epithelial cells,15463,0.004812969,0.0,HAMP
mBrain,Fibroblasts,444,0.009366854,0.0,HAMP
mBrain,MAST cells,508,0.001364463,0.0,HAMP
mBrain,Myeloid cells,5657,0.20056322,0.0,HAMP
mBrain,T/NK cells,2683,0.004543036,0.0,HAMP
mBrain,,2835,0.0038104667,0.0,HAMP
mLN,B lymphocytes,6062,0.002239403,0.0,HAMP
mLN,Epithelial cells,3053,0.0068883006,0.0,HAMP
mLN,Myeloid cells,5442,0.10098914,0.0,HAMP
mLN,T/NK cells,5069,0.0008204543,0.0,HAMP
mLN,,1819,0.0009850245,0.0,HAMP
nLN,B lymphocytes,10584,0.0014790914,0.0,HAMP
nLN,Myeloid cells,1288,0.094087504,0.0,HAMP
nLN,T/NK cells,19478,0.00021351695,0.0,HAMP
nLN,,6096,0.00022741049,0.0,HAMP
nLung,B lymphocytes,634,0.0032798762,0.0,HAMP
nLung,Endothelial cells,1295,0.0,0.0,HAMP
nLung,Epithelial cells,3703,0.002917276,0.0,HAMP
nLung,Fibroblasts,1585,0.00043731683,0.0,HAMP
nLung,MAST cells,1079,0.0031521756,0.0,HAMP
nLung,Myeloid cells,16672,0.006906526,0.0,HAMP
nLung,T/NK cells,11413,0.00018219938,0.0,HAMP
nLung,,6614,0.00031439998,0.0,HAMP
tL/B,B lymphocytes,469,0.0029558516,0.0,HAMP
tL/B,Epithelial cells,6582,0.0013690237,0.0,HAMP
tL/B,Myeloid cells,1329,0.061104376,0.0,HAMP
tL/B,T/NK cells,2627,0.0,0.0,HAMP
tL/B,,963,0.0,0.0,HAMP
tLung,B lymphocytes,5312,0.0014353575,0.0,HAMP
tLung,Endothelial cells,627,0.0050686663,0.0,HAMP
tLung,Epithelial cells,7270,0.011278602,0.0,HAMP
tLung,Fibroblasts,1654,0.0050288793,0.0,HAMP
tLung,MAST cells,1809,0.0021399674,0.0,HAMP
tLung,Myeloid cells,8794,0.18069342,0.0,HAMP
tLung,T/NK cells,13941,0.0014418814,0.0,HAMP
tLung,,5742,0.0009657223,0.0,HAMP
PE,B lymphocytes,3285,0.0027430484,0.0,HBB
PE,Epithelial cells,396,0.022754833,0.0,HBB
PE,Myeloid cells,3063,0.0070152013,0.0,HBB
PE,T/NK cells,9192,0.002381748,0.0,HBB
PE,,4368,0.0023144518,0.0,HBB
mBrain,B lymphocytes,1311,0.08731012,0.0,HBB
mBrain,Endothelial cells,159,0.004359416,0.0,HBB
mBrain,Epithelial cells,15463,0.05452915,0.0,HBB
mBrain,Fibroblasts,444,0.08185785,0.0,HBB
mBrain,MAST cells,508,0.015009092,0.0,HBB
mBrain,Myeloid cells,5657,0.058478218,0.0,HBB
mBrain,T/NK cells,2683,0.030218424,0.0,HBB
mBrain,,2835,0.034322325,0.0,HBB
mLN,B lymphocytes,6062,0.03939008,0.0,HBB
mLN,Epithelial cells,3053,0.23557352,0.0,HBB
mLN,Myeloid cells,5442,0.1483277,0.0,HBB
mLN,T/NK cells,5069,0.054987036,0.0,HBB
mLN,,1819,0.08779451,0.0,HBB
nLN,B lymphocytes,10584,0.03253352,0.0,HBB
nLN,Myeloid cells,1288,0.08195495,0.0,HBB
nLN,T/NK cells,19478,0.013292361,0.0,HBB
nLN,,6096,0.0133085875,0.0,HBB
nLung,B lymphocytes,634,0.36990148,0.0,HBB
nLung,Endothelial cells,1295,0.10545296,0.0,HBB
nLung,Epithelial cells,3703,0.21067438,0.0,HBB
nLung,Fibroblasts,1585,0.16697532,0.0,HBB
nLung,MAST cells,1079,0.08474821,0.0,HBB
nLung,Myeloid cells,16672,0.21427397,0.0,HBB
nLung,T/NK cells,11413,0.12006221,0.0,HBB
nLung,,6614,0.1181405,0.0,HBB
tL/B,B lymphocytes,469,0.84215224,0.0,HBB
tL/B,Epithelial cells,6582,0.17541032,0.0,HBB
tL/B,Myeloid cells,1329,0.5221034,0.0,HBB
tL/B,T/NK cells,2627,0.60135365,0.0,HBB
tL/B,,963,1.180219,0.0,HBB
tLung,B lymphocytes,5312,0.06403889,0.0,HBB
tLung,Endothelial cells,627,0.029577471,0.0,HBB
tLung,Epithelial cells,7270,0.042521276,0.0,HBB
tLung,Fibroblasts,1654,0.06416853,0.0,HBB
tLung,MAST cells,1809,0.025001522,0.0,HBB
tLung,Myeloid cells,8794,0.043694053,0.0,HBB
tLung,T/NK cells,13941,0.03509125,0.0,HBB
tLung,,5742,0.03604919,0.0,HBB
PE,B lymphocytes,3285,0.0002110037,0.0,NCS1
PE,Epithelial cells,396,0.11248704,0.0,NCS1
PE,Myeloid cells,3063,0.0018103747,0.0,NCS1
PE,T/NK cells,9192,0.0,0.0,NCS1
PE,,4368,0.00015868754,0.0,NCS1
mBrain,B lymphocytes,1311,0.0010574327,0.0,NCS1
mBrain,Endothelial cells,159,0.0,0.0,NCS1
mBrain,Epithelial cells,15463,0.040732045,0.0,NCS1
mBrain,Fibroblasts,444,0.051782973,0.0,NCS1
mBrain,MAST cells,508,0.004093389,0.0,NCS1
mBrain,Myeloid cells,5657,0.014500276,0.0,NCS1
mBrain,T/NK cells,2683,0.0002583478,0.0,NCS1
mBrain,,2835,0.01628456,0.0,NCS1
mLN,B lymphocytes,6062,0.00022868597,0.0,NCS1
mLN,Epithelial cells,3053,0.07134628,0.0,NCS1
mLN,Myeloid cells,5442,0.019627037,0.0,NCS1
mLN,T/NK cells,5069,0.0015041663,0.0,NCS1
mLN,,1819,0.0011431784,0.0,NCS1
nLN,B lymphocytes,10584,6.5490094e-05,0.0,NCS1
nLN,Myeloid cells,1288,0.009240128,0.0,NCS1
nLN,T/NK cells,19478,0.00014234464,0.0,NCS1
nLN,,6096,0.00045482098,0.0,NCS1
nLung,B lymphocytes,634,0.0010932921,0.0,NCS1
nLung,Endothelial cells,1295,0.0005352488,0.0,NCS1
nLung,Epithelial cells,3703,0.020110175,0.0,NCS1
nLung,Fibroblasts,1585,0.017641295,0.0,NCS1
nLung,MAST cells,1079,0.005139182,0.0,NCS1
nLung,Myeloid cells,16672,0.0019611146,0.0,NCS1
nLung,T/NK cells,11413,0.0007895307,0.0,NCS1
nLung,,6614,0.0018429039,0.0,NCS1
tL/B,B lymphocytes,469,0.0,0.0,NCS1
tL/B,Epithelial cells,6582,0.0714425,0.0,NCS1
tL/B,Myeloid cells,1329,0.0091715325,0.0,NCS1
tL/B,T/NK cells,2627,0.0007915651,0.0,NCS1
tL/B,,963,0.0025803808,0.0,NCS1
tLung,B lymphocytes,5312,0.00065243524,0.0,NCS1
tLung,Endothelial cells,627,0.0011054979,0.0,NCS1
tLung,Epithelial cells,7270,0.036394402,0.0,NCS1
tLung,Fibroblasts,1654,0.033842213,0.0,NCS1
tLung,MAST cells,1809,0.009962315,0.0,NCS1
tLung,Myeloid cells,8794,0.008552791,0.0,NCS1
tLung,T/NK cells,13941,0.0014418814,0.0,NCS1
tLung,,5742,0.0021728752,0.0,NCS1
PE,B lymphocytes,3285,0.0016880296,0.0,CTSK
PE,Epithelial cells,396,0.09740028,0.0,CTSK
PE,Myeloid cells,3063,0.011673513,0.0,CTSK
PE,T/NK cells,9192,0.004040716,0.0,CTSK
PE,,4368,0.0026976883,0.0,CTSK
mBrain,B lymphocytes,1311,0.0037010147,0.0,CTSK
mBrain,Endothelial cells,159,0.013078249,0.0,CTSK
mBrain,Epithelial cells,15463,0.023826428,0.0,CTSK
mBrain,Fibroblasts,444,0.94411033,0.6931472,CTSK
mBrain,MAST cells,508,0.001364463,0.0,CTSK
mBrain,Myeloid cells,5657,0.040257122,0.0,CTSK
mBrain,T/NK cells,2683,0.0028418258,0.0,CTSK
mBrain,,2835,0.0063341404,0.0,CTSK
mLN,B lymphocytes,6062,0.0030291576,0.0,CTSK
mLN,Epithelial cells,3053,0.040361565,0.0,CTSK
mLN,Myeloid cells,5442,0.08157106,0.0,CTSK
mLN,T/NK cells,5069,0.0025981052,0.0,CTSK
mLN,,1819,0.0041916543,0.0,CTSK
nLN,B lymphocytes,10584,0.022703987,0.0,CTSK
nLN,Myeloid cells,1288,0.55460376,0.0,CTSK
nLN,T/NK cells,19478,0.0091846,0.0,CTSK
nLN,,6096,0.0071827522,0.0,CTSK
nLung,B lymphocytes,634,0.0032798762,0.0,CTSK
nLung,Endothelial cells,1295,0.011775473,0.0,CTSK
nLung,Epithelial cells,3703,0.017874673,0.0,CTSK
nLung,Fibroblasts,1585,0.81534654,0.6931472,CTSK
nLung,MAST cells,1079,0.002569591,0.0,CTSK
nLung,Myeloid cells,16672,0.045020875,0.0,CTSK
nLung,T/NK cells,11413,0.0021863927,0.0,CTSK
nLung,,6614,0.003938904,0.0,CTSK
tL/B,B lymphocytes,469,0.0014779258,0.0,CTSK
tL/B,Epithelial cells,6582,0.017876804,0.0,CTSK
tL/B,Myeloid cells,1329,0.041219972,0.0,CTSK
tL/B,T/NK cells,2627,0.0036939706,0.0,CTSK
tL/B,,963,0.001439558,0.0,CTSK
tLung,B lymphocytes,5312,0.005480456,0.0,CTSK
tLung,Endothelial cells,627,0.00838516,0.0,CTSK
tLung,Epithelial cells,7270,0.038074154,0.0,CTSK
tLung,Fibroblasts,1654,0.892215,0.6931472,CTSK
tLung,MAST cells,1809,0.004822129,0.0,CTSK
tLung,Myeloid cells,8794,0.13411786,0.0,CTSK
tLung,T/NK cells,13941,0.0054279338,0.0,CTSK
tLung,,5742,0.005255842,0.0,CTSK
PE,B lymphocytes,3285,0.0002110037,0.0,PLA2G7
PE,Epithelial cells,396,0.01882505,0.0,PLA2G7
PE,Myeloid cells,3063,0.13010176,0.0,PLA2G7
PE,T/NK cells,9192,0.0005278536,0.0,PLA2G7
