axis_id,axis_label,evidence_type,n_paired_patients,paired_difference_mean,paired_difference_median,ci_95_low,ci_95_high,positive_fraction,wilcoxon_p,wilcoxon_q_bh
spp1_macrophage,spp1_macrophage,broad_signature_near_epithelial_progenitor,18,0.09185303541151973,0.10108674923104968,0.01631396193822395,0.16034910499407712,0.7777777777777778,0.0138702392578125,0.05548095703125
c1q_macrophage,c1q_macrophage,broad_signature_near_epithelial_progenitor,18,0.08271696114131218,0.10719250735249736,-0.0039914792990415485,0.1677457233991524,0.7777777777777778,0.1083831787109375,0.15827433268229166
resident_macrophage,resident_macrophage,broad_signature_near_epithelial_progenitor,18,0.04453004350460138,0.0371304987185319,-0.014892525942143256,0.0989819233227729,0.7222222222222222,0.11870574951171875,0.15827433268229166
inflammatory_macrophage,inflammatory_macrophage,broad_signature_near_epithelial_progenitor,18,0.03010239755096208,0.04077854260792654,-0.042863861241908774,0.09857076208529564,0.6111111111111112,0.32472991943359375,0.32472991943359375
